Gene	logFC	padj.value
TMEM51	-0.00325	0.944971
TMEM51-AS1	0.000145	0.859041
TMEM52	-0.000439	1
TMEM52B	-0.00364	1
TMEM53	0.0123	0.589375
TMEM54	-0.0044	0.791347
TMEM55A	-0.363	0.114541
TMEM55B	-0.08	0.479136
TMEM56	-0.17	0.615885
TMEM57	-0.0534	0.786887
TMEM59	-0.0162	0.938095
TMEM59L	0.0119	0.339683
TMEM60	-0.125	0.283275
TMEM61	0.0103	0.786887
TMEM62	-0.0392	0.707162
TMEM63A	-0.037	0.741615
TMEM63B	0.186	0.488182
TMEM63C	-0.0504	0.759296
TMEM64	-0.0609	0.66722
TMEM65	-0.0692	0.821548
TMEM67	-1.33E-14	1
TMEM68	-0.186	0.138774
TMEM69	-0.155	0.295509
TMEM70	0.062	0.772703
TMEM71	-0.166	0.333153
TMEM72-AS1	0.0466	0.18652
TMEM74	-1.33E-14	1
TMEM74B	-1.33E-14	1
TMEM75	0.00935	0.839585
TMEM79	-0.0843	0.61132
TMEM80	-0.0415	0.785889
TMEM86A	0.0303	0.215784
TMEM86B	-0.0202	1
TMEM87A	0.053	0.492933
TMEM87B	-0.292	0.128474
TMEM88	0.517	0.036838
TMEM8A	0.25	0.07853
TMEM8B	-0.000983	0.754057
TMEM9	-0.194	0.283152
TMEM91	0.197	0.30452
TMEM92	0.000247	1
TMEM94	0.0807	0.428725
TMEM95	0.0192	0.885995
TMEM97	-0.0366	0.831886
TMEM98	0.00253	0.645316
TMEM99	-0.0419	0.878752
TMEM9B	-0.0974	0.585013
TMF1	-0.305	0.208443
TMIE	-0.000593	1
TMIGD2	0.0304	0.975882
TMOD1	-0.0476	0.986627
TMOD2	-0.324	0.020384
TMOD3	-0.0155	1
TMOD4	-0.00225	0.832319
TMPO	-0.194	0.404654
TMPO-AS1	0.000208	0.91216
TMPRSS11B	-0.00156	0.816441
TMPRSS11D	-0.00312	1
TMPRSS11E	0.00418	0.532002
TMPRSS12	-0.000146	0.907439
TMPRSS13	0.0596	0.303182
TMPRSS15	-0.00336	0.832319
TMPRSS2	0.00149	0.287921
TMPRSS3	-0.00851	0.829781
TMPRSS4	0.000201	1
TMPRSS5	0.00272	0.778773
TMPRSS6	0.00498	0.739311
TMSB10	-0.117	0.552722
TMSB15A	0.0198	0.778721
TMSB15B	0.0322	0.519152
TMSB4Y	0.0562	0.334508
TMTC1	0.236	0.607798
TMTC2	-0.116	0.570692
TMTC3	-0.0633	0.611909
TMTC4	-0.012	0.507084
TMUB1	0.111	0.463964
TMUB2	0.148	0.212929
TMX1	-0.398	0.121549
TMX2	-0.13	0.56317
TMX3	-0.383	0.189184
TMX4	-0.0113	1
TNC	-0.00651	0.751702
TNF	0.0388	0.979558
TNFAIP1	0.0113	0.797692
TNFAIP2	-0.0967	0.185186
TNFAIP3	0.131	0.582494
TNFAIP6	0.0807	0.881493
TNFAIP8	-0.473	0.004126
TNFAIP8L1	0.0335	0.985151
TNFAIP8L2	0.0111	0.985181
TNFRSF10A	-0.00483	1
TNFRSF10B	-0.102	0.205274
TNFRSF10C	0.133	0.534208
TNFRSF10D	0.224	0.036838
TNFRSF11A	0.000511	1
TNFRSF11B	0.000638	0.559759
TNFRSF12A	-0.0462	0.985151
TNFRSF13B	0.00742	1
TNFRSF13C	-0.00534	0.683851
TNFRSF14	-0.0562	0.764085
TNFRSF17	-0.295	0.574079
TNFRSF18	-0.024	0.786887
TNFRSF19	-1.33E-14	1
TNFRSF1A	0.261	0.055624
TNFRSF1B	0.206	0.073807
TNFRSF21	-1.33E-14	1
TNFRSF25	-0.254	0.242058
TNFRSF4	-0.0387	0.882196
TNFRSF6B	0.00386	0.984993
TNFRSF8	0.181	0.140655
TNFRSF9	0.096	0.547369
TNFSF10	-0.046	0.827347
TNFSF11	0.0000283	1
TNFSF12	-0.102	0.686019
TNFSF13B	0.275	0.048941
TNFSF14	-0.0551	0.922103
TNFSF15	0.0027	0.890652
TNFSF18	-0.00000136	1
TNFSF4	0.103	0.848039
TNFSF8	-0.374	0.071998
TNFSF9	0.00191	0.772821
TNIK	0.0292	0.876291
TNIP1	0.179	0.076142
TNIP2	0.154	0.035508
TNIP3	0.00406	0.735187
TNK1	0.0217	0.852514
TNK2	0.00671	0.967004
TNKS	-0.0312	0.794714
TNKS1BP1	-0.00867	1
TNKS2	-0.0524	0.251413
TNMD	-0.00168	0.635757
TNN	0.0203	0.57808
TNNC1	-0.000255	0.788205
TNNC2	0.00515	0.95144
TNNI1	0.0824	0.341616
TNNI2	0.172	0.366639
TNNI3	0.083	0.306663
TNNI3K	-1.33E-14	1
TNNT1	0.00879	0.975926
TNNT2	-0.0218	0.814538
TNNT3	0.0294	0.6566
TNP1	0.105	0.377006
TNP2	0.0141	0.880945
TNPO1	0.0769	0.661453
TNPO2	0.0517	0.455431
TNPO3	0.29	0.066772
TNR	-0.00106	0.886274
TNRC18	0.0485	0.66033
TNRC6A	-0.0548	0.652424
TNRC6B	0.0546	0.853987
TNRC6C	0.00217	0.984497
TNS1	0.119	0.832575
TNS2	0.041	0.300336
TNS3	0.116	0.825144
TNS4	0.0103	0.923844
TNXB	-0.0089	1
TOB1	-0.371	0.198246
TOB1-AS1	0.128	0.216545
TOB2	0.174	0.158194
TOE1	0.00144	1
TOLLIP	0.0236	0.93751
TOLLIP-AS1	-0.00376	0.815757
TOM1	0.326	0.086786
TOM1L1	-0.00142	1
TOM1L2	0.0431	0.355281
TOMM20	-0.386	0.049719
TOMM22	-0.234	0.398013
TOMM34	-0.0655	0.53161
TOMM40L	0.171	0.102336
TOMM5	-0.418	0.217433
TOMM6	-0.226	0.341616
TOMM7	-0.417	0.169395
TOMM70	-0.313	0.180969
TONSL	0.0288	0.356314
TOP1	0.0296	0.967004
TOP1MT	-0.062	0.779723
TOP2A	-0.0164	0.968078
TOP2B	-0.217	0.148903
TOP3A	0.0748	0.336181
TOP3B	0.0259	0.638707
TOPBP1	-0.132	0.404155
TOPORS	-0.147	0.438261
TOPORS-AS1	-0.0422	0.896867
TOR1A	-0.00278	1
TOR1AIP1	-0.148	0.350632
TOR1AIP2	0.00319	0.739311
TOR1B	-0.0567	0.920097
TOR2A	0.0822	0.452486
TOR3A	-0.208	0.219974
TOR4A	0.146	0.291832
TOX	0.0517	0.194181
TOX2	-0.0274	0.645187
TOX3	-1.33E-14	1
TOX4	0.0472	0.648588
TP53	-0.0918	0.817229
TP53AIP1	-1.33E-14	1
TP53BP1	-0.000617	0.833787
TP53BP2	-0.0472	0.871686
TP53I11	0.348	0.16893
TP53I13	-0.0156	0.990574
TP53I3	0.139	0.78157
TP53INP1	-0.207	0.076797
TP53INP2	0.222	0.51237
TP53RK	-0.222	0.36133
TP53TG1	0.0157	1
TP53TG3HP	0.208	0.254576
TP53TG5	0.0108	0.849018
TP63	-1.33E-14	1
TP73	-0.00537	0.780858
TP73-AS1	-0.0153	0.509741
TPBG	0.19	0.243818
TPCN1	-0.00769	1
TPCN2	-0.0325	0.898877
TPD52	-0.364	0.019397
TPD52L1	-1.33E-14	1
TPD52L2	0.107	0.465456
TPD52L3	-0.00793	0.954481
TPGS1	-0.0298	0.957714
TPGS2	-0.179	0.645853
TPH1	0.0651	0.358127
TPH2	-1.33E-14	1
TPI1	0.166	0.173675
TPK1	0.106	0.770896
TPM1	0.0964	0.779723
TPM2	0.0494	0.45228
TPM3	0.0704	0.020384
TPM4	0.363	0.182124
TPMT	0.0732	0.614103
TPO	-0.000429	0.779723
TPP1	0.149	0.469579
TPP2	-0.22	0.246932
TPPP	0.0213	0.425547
TPPP2	0.0131	0.832319
TPPP3	0.0959	0.750217
TPR	-0.00413	1
TPRA1	-0.0642	0.754057
TPRG1	-0.0102	0.86829
TPRG1L	0.0726	0.750395
TPRKB	-0.408	0.174116
TPRN	-0.0368	0.8466
TPRXL	0.0106	0.253477
TPSAB1	0.215	0.042958
TPSD1	0.0191	0.203381
TPSG1	-0.00515	0.968628
TPST1	-0.108	0.995687
TPST2	0.0827	0.624707
TPT1	-0.217	0.118116
TPT1-AS1	0.00411	0.183082
TPTE	-0.0000151	1
TPTE2P6	-0.00337	0.853069
TPX2	0.0672	0.801292
TRA2A	-0.103	0.663189
TRA2B	-0.0947	0.397435
TRABD	0.0496	0.513811
TRABD2A	-0.217	0.51651
TRABD2B	-0.000135	0.915551
TRAC	-0.273	0.438283
TRADD	-0.0496	0.723506
TRAF1	-0.0442	0.832479
TRAF2	0.0141	0.97603
TRAF3	0.00801	1
TRAF3IP1	0.00641	0.97886
TRAF3IP2	-0.0698	0.773128
TRAF3IP2-AS1	-0.000169	0.921655
TRAF3IP3	-0.122	0.628582
TRAF4	-1.33E-14	1
TRAF5	-0.411	0.155594
TRAF6	0.203	0.252625
TRAF7	0.0744	0.294607
TRAFD1	0.101	0.754315
TRAIP	-0.0000114	1
TRAJ28	0.0917	0.70136
TRAJ41	-0.333	0.588133
TRAK1	0.0309	0.581189
TRAK2	-0.0464	0.981905
TRAM1	-0.304	0.077232
TRAM1L1	-0.00107	0.995841
TRAM2	0.0159	0.978808
TRAM2-AS1	0.00679	1
TRANK1	0.0889	0.868157
TRAP1	-0.123	0.438311
TRAPPC1	0.105	0.542391
TRAPPC10	-0.21	0.056597
TRAPPC11	-0.164	0.259196
TRAPPC12	0.0505	0.775047
TRAPPC13	-0.232	0.17956
TRAPPC2	-0.134	0.114541
TRAPPC2L	0.0138	1
TRAPPC3	0.011	1
TRAPPC4	-0.1	0.527899
TRAPPC5	0.035	0.958689
TRAPPC6A	-0.175	0.522145
TRAPPC6B	-0.344	0.147741
TRAPPC8	-0.117	0.465977
TRAPPC9	0.0602	0.157432
TRAT1	-0.59	0.132161
TRAV10	-0.0346	0.86829
TRAV12-1	-0.222	0.526772
TRAV12-2	0.056	0.844093
TRAV12-3	-0.212	0.532986
TRAV13-1	-0.413	0.351147
TRAV13-2	-0.329	0.295229
TRAV16	0.0173	0.959355
TRAV17	-0.249	0.457018
TRAV20	-0.0719	0.441556
TRAV21	-0.255	0.469483
TRAV22	0.0481	0.752833
TRAV23DV6	-0.272	0.600582
TRAV24	0.00262	1
TRAV25	0.0115	1
TRAV26-2	-0.103	0.784446
TRAV27	-0.0287	1
TRAV30	-0.00315	1
TRAV34	-0.00753	0.630168
TRAV36DV7	-0.0561	0.701994
TRAV39	0.0631	0.530551
TRAV40	0.047	0.884845
TRAV5	0.098	0.530551
TRAV6	-0.0354	0.59856
TRAV8-1	0.0306	0.823086
TRAV8-3	-0.00402	0.849018
TRAV8-6	-0.0309	0.918635
TRAV9-2	-0.28	0.417112
TRBC2	-0.2	0.568628
TRBV10-2	0.16	0.13254
TRBV24-1	0.0466	0.916894
TRBV25-1	-0.0291	0.921162
TRBV7-3	-0.054	0.846541
TRBV7-8	-0.243	0.334828
TRDC	0.0362	1
TRDMT1	-0.0496	0.812495
TRDN	-1.33E-14	1
TRDV3	0.00123	1
TREH	0.00272	0.356782
TREM1	0.142	0.527899
TREM2	0.106	0.189184
TREML1	0.508	0.174188
TREML2	0.409	0.087915
TREML3P	0.437	0.248935
TREML4	0.0912	0.908641
TRERF1	-0.0666	0.360115
TREX1	-0.117	0.754057
TREX2	-1.33E-14	1
TRG-AS1	-0.257	0.641696
TRH	0.00925	0.461761
TRHDE	-0.00732	0.75671
TRHDE-AS1	0.00244	0.405313
TRHR	0.0125	0.188163
TRIAP1	-0.367	0.225587
TRIB1	0.158	0.051697
TRIB2	-0.391	0.097863
TRIB3	-0.0135	0.987991
TRIL	-1.33E-14	1
TRIM10	-0.0388	0.984064
TRIM11	0.0023	1
TRIM13	-0.0845	0.789857
TRIM14	-0.0536	0.756875
TRIM15	-0.00000388	1
TRIM17	-0.00386	0.782694
TRIM2	0.00131	0.426844
TRIM21	0.131	0.554095
TRIM22	-0.189	0.378246
TRIM23	-0.159	0.427258
TRIM24	-0.305	0.079092
TRIM25	0.174	0.156266
TRIM26	0.077	0.832575
TRIM27	0.126	0.548866
TRIM28	-0.0199	1
TRIM29	-0.000319	0.849532
TRIM3	0.00894	0.142068
TRIM31	-1.33E-14	1
TRIM32	0.0229	0.553754
TRIM33	-0.163	0.138381
TRIM35	-0.017	0.994893
TRIM36	-0.0000318	1
TRIM37	-0.0634	0.675763
TRIM38	-0.0176	1
TRIM39	0.0399	0.833787
TRIM4	-0.165	0.522186
TRIM40	0.00253	1
TRIM41	0.0837	0.416723
TRIM42	0.00365	0.488182
TRIM44	-0.0793	0.857967
TRIM45	-0.000225	0.862002
TRIM46	-0.00295	0.831886
TRIM47	0.00765	0.997995
TRIM48	-0.0104	0.763508
TRIM5	-0.0569	0.739311
TRIM50	-1.33E-14	1
TRIM51	0.0343	0.511636
TRIM52	-0.0433	0.976081
TRIM52-AS1	-0.00824	1
TRIM54	0.000111	1
TRIM55	-0.000132	0.917307
TRIM56	-0.0964	0.675802
TRIM58	0.00215	1
TRIM59	-0.063	0.358127
TRIM6	0.101	0.872565
TRIM61	0.0061	0.274588
TRIM62	-0.0414	0.783126
TRIM63	-0.00497	1
TRIM65	-0.0702	0.582382
TRIM66	0.0408	0.569661
TRIM67	0.00541	0.849583
TRIM68	-0.0911	0.735608
TRIM69	-0.0163	0.84249
TRIM7	0.00166	0.934547
TRIM78P	0.00168	1
TRIM8	0.234	0.073019
TRIM9	0.0269	0.842939
TRIML1	-0.00531	0.763959
TRIML2	-0.0287	0.812302
TRIO	0.00571	0.692767
TRIOBP	0.072	0.390576
TRIP10	0.00386	0.956888
TRIP11	-0.00575	1
TRIP12	-0.026	0.902411
TRIP13	-0.0195	0.833787
TRIP4	-0.0973	0.516938
TRIP6	0.105	0.674482
TRIQK	-0.128	0.775253
TRIT1	-0.0855	0.883717
TRMO	-0.0268	0.894739
TRMT1	-0.0276	0.835462
TRMT10A	-0.0216	0.568166
TRMT10C	-0.371	0.119188
TRMT11	-0.476	0.052931
TRMT112	-0.125	0.461383
TRMT12	-0.232	0.145311
TRMT13	-0.771	0.040591
TRMT1L	-0.149	0.429619
TRMT2A	0.0221	0.90873
TRMT2B	-0.0142	0.931806
TRMT44	-0.0234	0.35994
TRMT5	-0.0756	0.421572
TRMT6	-0.0923	0.815757
TRMT61A	0.0156	0.375855
TRMT61B	-0.527	0.031316
TRMU	-0.0463	0.80439
TRNAU1AP	0.0796	0.469874
TRNP1	0.0313	0.778721
TRNT1	-0.343	0.07759
TRO	0.00214	1
TROAP	0.0395	0.73832
TROVE2	0.0455	0.846447
TRPA1	-1.33E-14	1
TRPC1	0.000599	1
TRPC2	-0.00431	1
TRPC3	-0.00705	0.713681
TRPC4	-1.33E-14	1
TRPC4AP	0.0984	0.506562
TRPC5	-0.00307	0.786887
TRPC6	-1.33E-14	1
TRPC7	-1.33E-14	1
TRPM1	-1.33E-14	1
TRPM2	0.156	0.168677
TRPM3	-1.33E-14	1
TRPM4	0.0326	0.950053
TRPM5	-0.00258	1
TRPM6	0.0602	0.639284
TRPM7	-0.0334	0.692501
TRPM8	0.00325	0.635636
TRPS1	0.259	0.031143
TRPT1	-0.0752	0.675662
TRPV1	-0.00739	0.956438
TRPV2	0.0244	0.832617
TRPV3	0.0486	0.086729
TRPV4	0.0129	0.829913
TRPV5	0.11	0.558996
TRPV6	0.0355	0.7223
TRRAP	-0.0507	0.775881
TRUB1	-0.0391	0.356822
TRUB2	-0.0465	0.618735
TSACC	0.0756	0.36133
TSC1	-0.0203	0.979496
TSC2	0.156	0.483794
TSC22D1	0.146	0.517481
TSC22D1-AS1	0.00386	0.684718
TSC22D2	-0.0981	0.350632
TSC22D3	-0.0824	0.832319
TSC22D4	0.123	0.368469
TSEN15	-0.284	0.153092
TSEN2	-0.384	0.072077
TSEN34	0.2	0.18251
TSEN54	-0.0216	0.97817
TSFM	-0.0287	0.442076
TSG101	0.079	0.438311
TSGA10	-0.0016	0.71443
TSGA10IP	0.0273	0.529608
TSGA13	0.0125	0.746338
TSHB	-0.000398	0.918217
TSHR	0.0000738	0.969401
TSHZ1	-0.139	0.74472
TSHZ2	-0.00012	0.912571
TSHZ3	0.195	0.581974
TSIX	-0.0825	0.470208
TSKS	0.00172	0.437331
TSKU	0.0138	0.827662
TSLP	-0.000641	0.829726
TSN	-0.298	0.065073
TSNARE1	0.00706	0.373945
TSNAX	-0.364	0.10889
TSNAXIP1	0.0575	0.466475
TSPAN1	0.00124	1
TSPAN10	0.000604	0.568166
TSPAN11	0.0165	0.770143
TSPAN12	0.000986	0.581352
TSPAN13	-0.62	0.016343
TSPAN14	0.184	0.289537
TSPAN15	0.00642	0.874971
TSPAN16	-0.00011	1
TSPAN17	-0.0293	0.950492
TSPAN18	0.0187	0.892961
TSPAN2	-0.28	0.362042
TSPAN3	-0.22	0.05024
TSPAN31	-0.0226	0.968605
TSPAN32	-0.0744	0.631766
TSPAN33	0.235	0.350355
TSPAN4	0.104	0.635012
TSPAN5	0.0496	0.961947
TSPAN6	-0.0000933	0.961947
TSPAN7	-0.195	0.662969
TSPAN8	-1.33E-14	1
TSPAN9	0.0213	0.626604
TSPEAR	-0.0000615	0.994329
TSPEAR-AS2	-0.0172	0.857425
TSPO	0.291	0.012604
TSPO2	0.116	0.889249
TSPOAP1	0.00401	1
TSPY26P	-1.33E-14	1
TSPYL1	-0.0246	0.485262
TSPYL2	0.155	0.280074
TSPYL4	-0.114	0.572702
TSPYL5	0.0138	1
TSPYL6	-0.00376	0.913053
TSR1	-0.129	0.49173
TSR2	-0.117	0.485478
TSR3	0.013	0.994359
TSSC1	0.00278	1
TSSC4	0.0651	0.744543
TSSK1B	0.0331	0.736297
TSSK2	-0.000195	1
TSSK3	0.00578	0.985316
TSSK4	-0.00134	1
TSSK6	0.000949	1
TST	0.0539	0.856822
TSTA3	-0.0596	0.965881
TSTD1	-0.0417	0.871686
TSTD2	-0.23	0.407122
TTBK1	0.0635	0.659952
TTBK2	0.00166	0.567716
TTC1	0.0687	0.51237
TTC12	0.0263	0.913327
TTC13	-0.132	0.472715
TTC14	-0.358	0.066509
TTC16	0.00598	1
TTC17	-0.0232	0.998363
TTC19	-0.237	0.553754
TTC21A	-0.0331	0.875525
TTC22	-1.33E-14	1
TTC23	-0.00522	0.668854
TTC23L	0.065	0.329771
TTC25	-0.0899	0.886483
TTC26	0.142	0.8466
TTC27	-0.247	0.487346
TTC28	-0.0000283	1
TTC28-AS1	-0.0258	0.601356
TTC29	0.00116	0.611924
TTC3	-0.171	0.438532
TTC30A	-0.00222	0.780129
TTC30B	-0.000121	1
TTC31	-0.0537	0.838927
TTC32	-0.42	0.049719
TTC33	-0.593	0.107202
TTC36	-0.0153	0.969077
TTC37	-0.326	0.083691
TTC38	0.0943	0.542978
TTC39A	0.0134	1
TTC39B	-0.0896	0.614103
TTC39C	-0.216	0.440598
TTC4	-0.195	0.576398
TTC41P	-1.33E-14	1
TTC5	-0.0726	0.815399
TTC7A	0.034	0.81883
TTC7B	0.223	0.562969
TTC8	-0.0305	0.800737
TTC9	-0.0681	0.64221
TTC9B	0.011	0.781867
TTC9C	0.171	0.140655
TTF1	-0.0978	0.781867
TTF2	-0.204	0.243178
TTI1	0.0882	0.581189
TTI2	-0.0766	0.545433
TTK	-0.0193	0.967004
TTL	-0.0837	0.787655
TTLL1	0.0466	0.688997
TTLL10	-1.33E-14	1
TTLL11	-0.0000883	1
TTLL12	0.102	0.332188
TTLL13P	0.0212	0.322332
TTLL2	0.00331	0.396436
TTLL3	0.0906	0.617788
TTLL4	0.21	0.045972
TTLL5	0.11	0.397435
TTLL6	-0.000717	0.908226
TTLL7	-0.00193	0.675435
TTLL9	0.0139	0.242058
TTN	0.00096	1
TTN-AS1	-0.0885	0.692767
TTPA	-0.000213	0.874833
TTPAL	-0.0386	0.944608
TTR	0.0175	0.906003
TTTY10	-0.00112	0.849018
TTTY11	0.0113	0.646594
TTTY12	-0.00000324	1
TTTY14	-0.0143	0.735065
TTTY15	-0.00012	0.928401
TTTY5	0.063	0.606882
TTYH1	-0.00303	0.832319
TTYH2	0.046	0.839585
TTYH3	0.205	0.44848
TUB	-0.000519	0.898215
TUBA1A	0.201	0.022425
TUBA1B	0.0967	0.246932
TUBA1C	0.16	0.056597
TUBA3C	0.148	0.532986
TUBA3FP	0.0103	0.849265
TUBA4A	0.114	0.569011
TUBA4B	0.143	0.375855
TUBA8	-0.00453	0.809074
TUBAL3	-0.00151	0.886672
TUBB	-0.144	0.404155
TUBB1	0.206	0.508883
TUBB2A	-0.736	0.415513
TUBB2B	-0.00443	1
TUBB3	-0.0367	0.849583
TUBB4A	-0.00177	0.694696
TUBB4B	0.0595	0.80439
TUBB6	0.239	0.216865
TUBB7P	0.0104	1
TUBBP5	0.0979	0.772405
TUBD1	-0.0959	0.539753
TUBE1	-0.579	0.07438
TUBG1	-0.117	0.693168
TUBG2	0.0109	0.874389
TUBGCP2	0.0683	0.316621
TUBGCP3	-0.179	0.407612
TUBGCP4	-0.199	0.140721
TUBGCP5	-0.142	0.128872
TUBGCP6	-0.0787	0.559687
TUFM	0.00229	1
TUFT1	-0.0223	1
TUG1	-0.144	0.102481
TULP1	0.0226	0.904599
TULP2	0.0161	0.246722
TULP3	0.0278	0.666462
TULP4	0.000461	1
TUNAR	0.0148	0.495179
TUSC1	0.00767	1
TUSC2	0.00808	1
TUSC3	0.000954	0.519253
TUSC5	-0.00193	0.850665
TUSC7	-1.33E-14	1
TUT1	0.0859	0.489738
TVP23A	-0.00386	0.997963
TVP23C	0.0628	0.129982
TWF2	0.165	0.071998
TWIST1	0.0287	0.489448
TWIST2	0.0132	0.796941
TWISTNB	-0.0683	0.471833
TWSG1	-0.111	0.219104
TXK	-0.407	0.130506
TXLNA	0.00517	1
TXLNB	0.000939	1
TXLNG	-0.223	0.051287
TXLNGY	-0.000484	0.829472
TXN	-0.0695	0.796788
TXN2	0.0193	0.9979
TXNDC11	0.036	0.899359
TXNDC12	-0.0907	0.36133
TXNDC15	-0.141	0.554097
TXNDC16	-0.382	0.081721
TXNDC17	-0.0463	0.773542
TXNDC2	0.0359	0.683543
TXNDC5	-0.0538	0.934971
TXNDC9	-0.321	0.173112
TXNIP	-0.216	0.082478
TXNL1	-0.081	0.542773
TXNL4A	-0.036	0.790872
TXNL4B	0.0461	0.863023
TXNRD1	0.135	0.49547
TXNRD2	-0.0775	0.768196
TXNRD3	-0.0106	0.692767
TYK2	0.0735	0.650606
TYMP	0.314	0.192954
TYMS	-0.0782	0.927933
TYMSOS	-0.00444	1
TYR	0.0255	0.710911
TYRO3	0.00697	0.875437
TYRO3P	0.00164	0.496925
TYROBP	0.0487	0.436589
TYRP1	-1.33E-14	1
TYSND1	-0.0305	0.818951
TYW1	-0.0993	0.741499
TYW3	-0.264	0.121294
TYW5	0.0448	0.768279
U2AF1	0.0537	0.733931
U2AF1L4	-0.0508	0.898004
U2AF2	0.0305	0.22604
U2SURP	-0.367	0.076999
UACA	-0.000255	0.787295
UAP1	-0.28	0.234818
UAP1L1	-0.0424	0.928401
UBA1	0.276	0.130589
UBA2	-0.315	0.208209
UBA3	-0.274	0.037615
UBA5	-0.31	0.119996
UBA52	-0.0732	0.262588
UBA6	-0.146	0.649483
UBA7	-0.125	0.546289
UBAC1	-0.0149	1
UBAC2	-0.0581	0.588133
UBAC2-AS1	0.000472	1
UBALD1	0.159	0.685723
UBALD2	0.0802	0.676441
UBAP1	0.306	0.027013
UBAP1L	-0.0383	0.849018
UBAP2	0.00585	1
UBAP2L	0.0638	0.726772
UBASH3A	-0.0887	0.898466
UBASH3B	-0.0695	0.715617
UBB	-0.037	0.633541
UBC	0.0128	0.880224
UBD	0.0000537	1
UBE2A	-0.0203	0.867378
UBE2B	-0.0948	0.643917
UBE2C	0.0802	0.771457
UBE2D1	-0.0232	1
UBE2D2	-0.0852	0.260677
UBE2D3	-0.0873	0.363603
UBE2D4	0.0407	0.274291
UBE2DNL	-0.000656	0.812326
UBE2E1	-0.319	0.069826
UBE2E2	-0.222	0.536075
UBE2E2-AS1	0.0118	0.194514
UBE2F	0.0531	0.858688
UBE2G1	-0.0742	0.442726
UBE2G2	-0.152	0.430099
UBE2H	0.0712	0.880916
UBE2I	-0.0707	0.666652
UBE2J1	-0.0654	0.839585
UBE2J2	0.099	0.14035
UBE2K	-0.0264	0.832617
UBE2L3	0.0878	0.49547
UBE2L6	-0.0321	1
UBE2M	0.0389	0.943692
UBE2N	-0.269	0.223136
UBE2NL	0.00986	0.99414
UBE2O	-0.0265	1
UBE2Q1	0.0269	0.470772
UBE2Q2	-0.44	0.07505
UBE2QL1	-1.33E-14	1
UBE2R2	0.227	0.046903
UBE2T	-0.0219	0.890233
UBE2U	-0.0000182	1
UBE2V2	-0.366	0.031316
UBE2W	-0.243	0.330851
UBE2Z	0.0396	0.79711
UBE3A	-0.178	0.216545
UBE3B	0.0282	0.879561
UBE3C	-0.104	0.397435
UBE3D	-0.0444	0.589565
UBE4A	-0.065	0.721096
UBE4B	0.0661	0.825778
UBFD1	-0.0014	1
UBIAD1	0.00473	1
UBL3	-0.147	0.405096
UBL4A	-0.0164	0.982284
UBL7	0.0328	0.953585
UBL7-AS1	-0.00478	1
UBLCP1	-0.128	0.256594
UBN1	0.0397	0.954347
UBN2	0.0372	0.874852
UBOX5	0.0406	0.786887
UBP1	-0.216	0.320974
UBQLN1	-0.0851	0.705815
UBQLN2	-0.00568	1
UBQLN3	0.000266	0.742731
UBQLNL	0.00686	0.933692
UBR1	-0.249	0.089454
UBR2	0.0277	0.781938
UBR3	-0.283	0.082056
UBR4	0.189	0.09455
UBR5	-0.106	0.581974
UBR7	-0.0552	0.751752
UBTD1	0.176	0.263822
UBTD2	-0.0277	0.966582
UBTF	0.019	0.9364
UBXN1	0.0488	0.633067
UBXN10	0.018	0.698296
UBXN11	0.0853	0.866597
UBXN2A	-0.183	0.5857
UBXN2B	0.0227	0.986419
UBXN4	-0.248	0.163388
UBXN6	-0.012	1
UBXN7	0.137	0.617807
UBXN8	-0.216	0.222142
UCA1	-0.00436	1
UCHL1	-0.00074	0.799997
UCHL3	-0.277	0.321489
UCHL5	-0.381	0.056063
UCK1	0.0315	0.816805
UCK2	-0.00188	1
UCKL1	-0.0515	0.692701
UCMA	0.000962	0.518801
UCN	-0.00434	0.9662
UCN2	0.0536	0.588133
UCN3	-0.00958	0.881493
UCP1	-1.33E-14	1
UCP2	-0.0274	1
UCP3	0.0119	0.920097
UEVLD	0.0173	1
UFC1	-0.193	0.297305
UFD1L	-0.0165	0.980444
UFL1	-0.385	0.142398
UFM1	-0.23	0.094656
UFSP1	-0.0055	0.912117
UFSP2	-0.138	0.377756
UGCG	0.43	0.291944
UGDH	-0.234	0.277745
UGGT1	0.0923	0.142661
UGGT2	-0.000407	0.95119
UGP2	-0.0822	0.415514
UGT1A6	0.00216	0.678382
UGT1A8	-1.33E-14	1
UGT2A3	0.000759	0.406645
UGT2B15	0.0027	1
UGT2B17	-0.0885	0.534489
UGT2B4	-0.000907	0.754315
UGT3A1	-0.000183	0.885708
UGT8	0.000333	1
UHMK1	-0.0457	0.918217
UHRF1BP1	0.0415	0.706487
UHRF1BP1L	0.00906	0.994267
UHRF2	-0.362	0.028111
UIMC1	0.0151	0.999924
ULBP1	-0.00444	0.484657
ULBP2	0.00356	0.851644
ULBP3	0.00159	1
ULK1	0.145	0.507442
ULK2	-0.0497	0.291832
ULK3	-0.199	0.388645
ULK4	0.000348	0.69298
UMAD1	-0.247	0.123757
UMOD	0.0000198	1
UMODL1	-0.0002	0.871094
UMODL1-AS1	-1.33E-14	1
UMPS	-0.00835	0.814965
UNC119	0.0214	0.955545
UNC119B	-0.0626	0.71955
UNC13A	0.00799	0.949663
UNC13B	0.0167	0.723506
UNC13C	-1.33E-14	1
UNC13D	0.185	0.222039
UNC45A	0.0209	0.923661
