Gene	deGoede2017.padj	deGoede2017.logFC
TMEM9	0.00139	0.0839
TMEM91	0.99	-0.000556
TMEM92	0.844	-0.0247
TMEM94	0.67	-0.00769
TMEM95	0.99	0.0117
TMEM97	0.99	0.000583
TMEM98	0.0465	-0.0256
TMEM99	0.99	-0.0112
TMEM9B	0.685	-0.00945
TMEM9B-AS1	0.99	-0.00978
TMF1	0.548	0.00986
TMIE	0.373	-0.0148
TMIGD1	0.828	-0.0358
TMIGD2	0.99	-0.00914
TMOD1	0.99	-0.0214
TMOD2	0.99	-0.153
TMOD3	0.786	-0.00589
TMOD4	0.99	-0.00342
TMPO	0.99	-0.000887
TMPO-AS1	0.99	-0.00344
TMPRSS11B	0.99	-0.00827
TMPRSS11BNL	0.99	-0.00831
TMPRSS11E	0.99	-0.00764
TMPRSS11F	0.99	-0.0142
TMPRSS12	0.118	0.0618
TMPRSS13	0.99	-0.0227
TMPRSS15	0.99	0.0317
TMPRSS2	0.363	-0.0159
TMPRSS3	0.99	-0.0149
TMPRSS4	0.99	-0.0165
TMPRSS4-AS1	0.99	0.00579
TMPRSS5	0.99	-0.0147
TMPRSS6	0.792	-0.0817
TMPRSS7	0.99	-0.0123
TMPRSS9	0.295	-0.132
TMSB10	0.0439	-0.0561
TMTC1	0.443	-0.0673
TMTC2	0.0977	-0.107
TMTC3	0.99	0.00356
TMTC4	0.99	0.00136
TMUB1	0.01	-0.0901
TMUB2	0.99	-0.00162
TMX1	0.99	-0.00426
TMX2-CTNND1	0.523	0.061
TMX3	0.356	-0.0346
TMX4	0.99	0.0221
TNC	0.99	-0.00512
TNF	0.99	-0.013
TNFAIP1	0.99	0.00122
TNFAIP2	0.217	0.0368
TNFAIP3	0.99	-0.00755
TNFAIP6	0.99	0.00465
TNFAIP8	0.984	-0.00494
TNFAIP8L1	0.26	-0.0172
TNFAIP8L2-SCNM1	0.0165	0.0352
TNFAIP8L3	0.0675	0.0726
TNFRSF10A	0.99	-0.02
TNFRSF10B	0.99	-0.0221
TNFRSF10C	0.99	0.00744
TNFRSF10D	0.99	-0.00742
TNFRSF11A	0.92	-0.00676
TNFRSF11B	0.00828	-0.0905
TNFRSF12A	0.865	0.00812
TNFRSF13B	0.99	-0.0168
TNFRSF13C	0.99	-0.00866
TNFRSF14	0.99	-0.0184
TNFRSF17	0.99	0.0307
TNFRSF18	0.453	-0.102
TNFRSF19	0.475	-0.028
TNFRSF1A	0.99	-0.0255
TNFRSF1B	0.98	-0.0122
TNFRSF21	0.842	-0.0731
TNFRSF25	0.441	0.0428
TNFRSF4	0.165	-0.0418
TNFRSF8	0.00144	-0.104
TNFRSF9	0.482	-0.0614
TNFSF10	0.99	-0.0722
TNFSF11	0.99	-0.00451
TNFSF12-TNFSF13	0.917	0.0057
TNFSF13B	0.99	-0.0111
TNFSF14	0.99	-0.012
TNFSF15	0.99	-0.0291
TNFSF18	0.99	-0.0159
TNFSF4	0.019	-0.119
TNFSF8	0.99	-0.000811
TNFSF9	0.851	0.0439
TNIK	0.000496	0.114
TNIP1	0.859	-0.0184
TNIP2	0.854	-0.00523
TNIP3	0.99	-0.00631
TNK1	0.129	-0.0415
TNK2	0.62	0.032
TNKS	0.99	0.00479
TNKS1BP1	0.506	-0.00865
TNKS2	0.74	0.0383
TNN	0.99	-0.00831
TNNC1	0.99	-0.00887
TNNC2	0.121	-0.0198
TNNI1	0.99	-0.0183
TNNI2	0.99	-0.00657
TNNI3	0.99	-0.0516
TNNT1	0.0466	-0.103
TNNT2	0.99	0.0057
TNNT3	0.604	0.0903
TNP1	0.447	0.0417
TNPO1	0.945	0.00616
TNPO2	0.507	0.0329
TNPO3	0.99	0.00233
TNR	0.0346	0.0323
TNRC18	0.711	-0.00583
TNRC6A	0.865	-0.00874
TNRC6B	0.242	-0.0675
TNRC6C	0.278	0.123
TNRC6C-AS1	0.99	-0.0103
TNS1	0.0729	-0.0146
TNS2	0.99	-0.0144
TNS3	0.000167	0.0814
TNS4	0.99	-0.0182
TNXB	0.0585	-0.0429
TOB1	0.99	0.00465
TOB1-AS1	0.99	-0.00232
TOB2	0.99	-0.00438
TOB2P1	0.786	0.02
TOE1	0.99	-0.0183
TOLLIP	0.929	0.036
TOLLIP-AS1	0.00897	0.0376
TOM1	0.0321	-0.0678
TOM1L1	0.000943	0.115
TOM1L2	0.99	-0.00727
TOMM20	0.0114	0.0627
TOMM20L	0.164	0.0265
TOMM22	0.99	-0.0016
TOMM34	0.529	-0.00971
TOMM40	0.99	0.0124
TOMM40L	0.99	0.00228
TOMM5	0.99	0.00514
TOMM6	0.99	-0.0116
TOMM7	0.99	0.0159
TOMM70	0.941	-0.0544
TONSL	0.99	-0.0146
TOP1	0.99	-0.00747
TOP1MT	0.653	-0.00629
TOP2A	0.728	-0.0152
TOP2B	0.99	0.0034
TOP3A	0.99	-0.000529
TOP3B	0.99	-0.0177
TOPAZ1	0.99	-0.0095
TOPBP1	0.299	-0.0277
TOPORS	0.99	-0.00247
TOPORS-AS1	0.99	0.0108
TOR1A	0.99	-0.0329
TOR1AIP1	0.99	0.00864
TOR1AIP2	0.988	-0.0113
TOR1B	0.99	0.00405
TOR2A	0.275	0.0273
TOR3A	0.794	-0.0513
TOR4A	0.99	-0.00408
TOX	0.605	0.0216
TOX2	0.158	-0.0651
TOX3	0.188	-0.0674
TOX4	0.99	-0.00355
TP53	0.491	-0.00641
TP53AIP1	0.447	-0.042
TP53BP1	0.353	0.00789
TP53BP2	0.99	-0.000605
TP53I11	0.096	0.155
TP53I13	0.99	0.000878
TP53INP1	0.962	0.0276
TP53INP2	0.811	-0.0193
TP53RK	0.706	-0.012
TP53TG1	0.99	-0.0108
TP53TG3	0.34	-0.081
TP53TG3B	0.99	-0.0225
TP53TG3D	0.044	-0.0803
TP53TG3HP	0.0329	-0.0825
TP63	0.99	0.00452
TP73	0.408	0.0538
TP73-AS1	0.493	-0.00756
TPBG	0.785	-0.0408
TPBGL	0.144	-0.0345
TPCN1	0.786	0.0179
TPCN2	0.000253	0.079
TPD52	0.708	0.0141
TPD52L1	0.279	0.0583
TPD52L2	0.843	-0.00733
TPD52L3	0.99	-0.0105
TPGS1	0.99	-0.00741
TPGS2	0.865	-0.00418
TPH1	0.99	-0.0176
TPH2	0.318	-0.0703
TPI1	0.99	-0.00432
TPI1P2	0.99	-0.0287
TPK1	0.952	0.0794
TPM1	0.63	0.0335
TPM2	0.99	-0.0185
TPM3	0.477	-0.00862
TPM3P9	0.99	0.00388
TPM4	0.314	-0.0132
TPMT	0.452	-0.0125
TPO	0.667	0.0385
TPP1	0.99	0.000998
TPP2	0.946	-0.00336
TPPP	0.864	-0.0584
TPPP3	0.821	0.018
TPRA1	0.035	-0.168
TPRG1	0.18	0.0578
TPRG1L	0.893	0.043
TPRKB	0.627	-0.0143
TPRN	0.894	0.00521
TPRX1	0.99	-0.0205
TPRXL	0.997	0.00165
TPSAB1	0.505	-0.0474
TPSD1	0.545	-0.0303
TPSG1	0.396	-0.155
TPST1	0.136	-0.101
TPST2	0.99	-0.0106
TPT1	0.359	-0.0106
TPT1-AS1	0.99	0.00495
TPTE	0.113	-0.0652
TPTE2	0.0297	0.0813
TPTE2P1	0.489	0.0316
TPTE2P3	0.717	-0.00516
TPTE2P5	0.664	-0.0147
TPTE2P6	0.0105	-0.0863
TPTEP1	0.00836	0.0795
TPX2	0.906	-0.0183
TRA2A	0.81	-0.00875
TRA2B	0.99	0.013
TRABD	0.876	-0.00454
TRABD2A	0.19	-0.0198
TRABD2B	0.612	-0.0685
TRADD	0.000887	0.059
TRAF1	0.99	-0.00606
TRAF2	0.99	-0.00308
TRAF3	0.447	-0.145
TRAF3IP1	0.0918	-0.0625
TRAF3IP2	0.294	0.0881
TRAF3IP2-AS1	0.99	-0.0398
TRAF3IP3	0.99	0.00914
TRAF4	0.535	-0.0102
TRAF5	0.355	-0.167
TRAF6	0.99	0.0566
TRAF7	0.99	-0.00595
TRAFD1	0.99	-0.00161
TRAIP	0.44	-0.0492
TRAK1	0.898	0.0369
TRAK2	0.919	-0.00567
TRAM1	0.964	-0.0192
TRAM1L1	0.0273	0.029
TRAM2	0.99	-0.0105
TRAM2-AS1	0.933	-0.00574
TRANK1	0.99	-0.00292
TRAP1	0.99	-0.0231
TRAPPC1	0.0791	0.0198
TRAPPC10	0.99	0.0245
TRAPPC11	0.01	0.0916
TRAPPC12	0.653	0.111
TRAPPC13	0.99	0.00359
TRAPPC2B	0.99	-0.00197
TRAPPC2L	0.684	-0.00664
TRAPPC3	0.182	-0.0772
TRAPPC3L	0.99	0.00511
TRAPPC4	0.99	-0.00449
TRAPPC5	0.99	0.00585
TRAPPC6A	0.99	-0.00201
TRAPPC6B	0.77	-0.00561
TRAPPC8	0.795	-0.00333
TRAPPC9	0.785	0.105
TRAT1	0.99	-0.017
TRDMT1	0.248	0.0529
TRDN	0.99	-0.00869
TREH	0.733	-0.0999
TREM1	0.99	-0.0161
TREM2	0.99	-0.0156
TREML1	0.99	-0.0167
TREML2	0.99	-0.0194
TREML3P	0.99	-0.00565
TREML4	0.99	-0.0194
TREML5P	0.99	-0.0183
TRERF1	0.374	-0.135
TRG-AS1	0.12	-0.0703
TRH	0.616	0.0404
TRHDE	0.99	0.00119
TRHDE-AS1	0.963	0.0853
TRHR	0.99	0.0288
TRIAP1	0.99	0.00182
TRIB1	0.99	0.00182
TRIB2	0.958	-0.00751
TRIB3	0.99	-0.0014
TRIL	0.000329	0.0554
TRIM10	0.703	-0.0185
TRIM11	0.714	0.0169
TRIM14	0.801	-0.0233
TRIM15	0.116	-0.0282
TRIM16	0.99	-0.0384
TRIM16L	0.99	-0.00307
TRIM17	0.99	-0.00959
TRIM2	0.265	-0.0386
TRIM21	0.99	0.0117
TRIM23	0.858	-0.0123
TRIM24	0.99	-0.0017
TRIM25	0.99	-0.00263
TRIM26	0.958	-0.00488
TRIM27	0.0556	-0.0902
TRIM28	0.481	0.0116
TRIM29	0.264	0.0395
TRIM3	0.99	-0.0213
TRIM31	0.113	0.0327
TRIM33	0.99	-0.00342
TRIM35	0.768	-0.0074
TRIM36	0.336	-0.0383
TRIM37	0.707	0.0146
TRIM38	0.796	0.0519
TRIM39	0.512	-0.0255
TRIM39-RPP21	0.621	-0.0216
TRIM4	0.0599	-0.0119
TRIM40	0.00674	0.0773
TRIM41	0.973	-0.00373
TRIM42	0.985	-0.061
TRIM43	0.556	0.0252
TRIM43B	0.782	-0.00697
TRIM44	0.12	-0.0542
TRIM45	0.818	0.0135
TRIM46	0.821	-0.0104
TRIM47	0.000293	-0.0811
TRIM48	0.99	-0.014
TRIM49	0.733	-0.0329
TRIM49B	0.99	-0.00483
TRIM49C	0.99	-0.00643
TRIM49D2	0.99	-0.0234
TRIM5	0.461	-0.0998
TRIM51	0.99	-0.0287
TRIM51HP	0.99	-0.0349
TRIM52	0.774	-0.0184
TRIM52-AS1	0.748	-0.0136
TRIM53AP	0.99	-0.0301
TRIM54	0.814	0.0333
TRIM55	0.0079	-0.16
TRIM56	0.76	-0.039
TRIM58	0.799	-0.0102
TRIM59	0.99	-0.00327
TRIM60	0.99	-0.00762
TRIM61	0.99	-0.0229
TRIM62	0.459	-0.0161
TRIM63	0.99	-0.0276
TRIM64	0.99	-0.0367
TRIM64B	0.99	-0.00796
TRIM64C	0.951	-0.0525
TRIM65	0.14	0.0739
TRIM66	0.827	-0.00797
TRIM67	0.882	-0.00438
TRIM68	0.0428	-0.123
TRIM69	0.622	-0.0938
TRIM7	0.797	-0.00747
TRIM71	0.99	-0.0105
TRIM72	0.0465	0.0969
TRIM73	0.99	-0.0277
TRIM77	0.99	-0.0124
TRIM8	0.99	0.00145
TRIM9	0.217	-0.0123
TRIML1	0.99	-0.0161
TRIML2	0.99	-0.0174
TRIO	0.684	0.0201
TRIOBP	0.824	-0.00807
TRIP10	0.276	-0.00653
TRIP11	0.99	-0.00122
TRIP12	0.32	0.0139
TRIP13	0.99	0.0025
TRIP4	0.99	-0.0211
TRIP6	0.924	-0.00819
TRIQK	0.99	0.00593
TRIT1	0.99	-0.0197
TRMO	0.99	-0.00505
TRMT1	0.99	-0.00792
TRMT10A	0.0882	-0.0183
TRMT10B	0.99	0.0013
TRMT10C	0.85	-0.026
TRMT11	0.742	0.0341
TRMT112	0.595	-0.00839
TRMT12	0.86	-0.0231
TRMT13	0.58	0.0867
TRMT1L	0.876	-0.00784
TRMT2A	0.99	-0.0115
TRMT44	0.99	-0.0183
TRMT5	0.99	-0.00219
TRMT6	0.591	-0.01
TRMT61A	0.0954	-0.031
TRMT61B	0.629	-0.0395
TRMU	0.99	0.0128
TRNAU1AP	0.433	-0.00662
TRNP1	0.745	-0.00535
TRNT1	0.99	0.0011
TROAP	0.511	-0.013
TROVE2	0.99	-0.0152
TRPA1	0.267	-0.0613
TRPC1	0.00613	0.0622
TRPC2	0.99	-0.0148
TRPC3	0.621	-0.00886
TRPC4	0.29	-0.0369
TRPC4AP	0.908	-0.0586
TRPC6	0.99	0.00431
TRPC7	0.967	-0.0746
TRPM1	0.0889	-0.0589
TRPM2	0.99	-0.0254
TRPM3	0.181	0.0203
TRPM4	0.155	0.0811
TRPM5	0.257	-0.00976
TRPM6	0.0103	0.0272
TRPM7	0.429	-0.00934
TRPM8	0.0271	-0.0929
TRPS1	0.13	-0.207
TRPT1	0.99	0.00177
TRPV1	0.99	-0.00465
TRPV2	0.905	-0.0404
TRPV3	0.97	-0.00314
TRPV4	0.871	-0.0591
TRPV5	0.99	-0.0069
TRPV6	0.99	-0.0107
TRRAP	0.808	-0.0168
TRUB1	0.456	-0.00602
TRUB2	0.99	-0.00712
TSACC	0.99	-0.00186
TSC1	0.99	-0.0137
TSC2	0.303	-0.0349
TSC22D1	0.0922	-0.0544
TSC22D1-AS1	0.99	-0.0219
TSC22D2	0.514	-0.00952
TSC22D4	0.456	-0.00564
TSEN15	0.465	-0.029
TSEN2	0.99	-0.025
TSEN34	0.99	-0.0185
TSEN54	0.794	-0.00986
TSFM	0.374	-0.00799
TSG1	0.99	-0.0206
TSG101	0.917	0.0104
TSGA10	0.835	-0.00498
TSGA10IP	0.99	-0.0194
TSGA13	0.837	-0.00551
TSHB	0.99	0.00926
TSHR	0.99	-0.0234
TSHZ1	0.99	-0.00382
TSHZ2	0.99	0.00211
TSHZ3	0.751	-0.0433
TSKS	0.617	-0.0328
TSKU	0.00687	0.0291
TSLP	0.278	-0.181
TSN	0.785	0.00511
TSNARE1	0.00709	-0.164
TSNAX-DISC1	0.811	-0.00505
TSNAXIP1	0.99	0.00311
TSPAN1	0.99	-0.0222
TSPAN10	0.838	-0.0407
TSPAN11	0.946	0.0312
TSPAN12	0.847	-0.00727
TSPAN13	0.99	-0.0239
TSPAN14	0.726	-0.0109
TSPAN15	0.901	0.0276
TSPAN16	0.949	-0.00601
TSPAN17	0.327	-0.0287
TSPAN18	0.834	-0.00706
TSPAN19	0.99	0.0395
TSPAN2	0.583	0.0223
TSPAN3	0.909	-0.0747
TSPAN31	0.508	-0.0585
TSPAN32	0.99	0.0124
TSPAN33	0.431	-0.0125
TSPAN4	0.57	0.063
TSPAN5	0.99	0.0112
TSPAN8	0.99	-0.00216
TSPAN9	0.466	-0.032
TSPEAR	0.275	-0.0719
TSPO	0.99	-0.0667
TSPOAP1	0.99	-0.0118
TSPOAP1-AS1	0.959	0.00487
TSPY26P	0.842	0.0111
TSPYL4	0.99	0.00458
TSPYL5	0.0127	0.0437
TSR1	0.99	-0.0113
TSR3	0.99	-0.0083
TSSC1	0.594	-0.0293
TSSC2	0.99	-0.00532
TSSC4	0.799	0.0175
TSSK3	0.99	-0.0105
TSSK6	0.0118	-0.103
TST	0.99	-0.00352
TSTA3	0.99	-0.0258
TSTD1	0.99	0.00341
TSTD2	0.99	-0.0195
TSTD3	0.426	-0.0124
TTBK1	0.32	0.0377
TTBK2	0.0016	-0.0208
TTC1	0.847	0.0193
TTC12	0.455	-0.0403
TTC13	0.99	-0.00764
TTC14	0.424	0.0319
TTC16	0.99	-0.013
TTC17	0.606	-0.0449
TTC19	0.64	0.0172
TTC21A	0.951	-0.00535
TTC21B	0.99	-0.0314
TTC22	0.13	0.0261
TTC23	0.875	-0.111
TTC23L	0.755	0.0302
TTC24	0.99	-0.0125
TTC25	0.000588	-0.0379
TTC26	0.951	0.0103
TTC27	0.481	-0.0148
TTC28	0.99	-0.0114
TTC28-AS1	0.6	-0.00709
TTC29	0.672	-0.0076
TTC3	0.761	-0.0086
TTC30A	0.0782	-0.0385
TTC30B	0.27	-0.033
TTC31	0.99	-0.0188
TTC32	0.99	-0.00264
TTC33	0.888	0.00493
TTC34	0.0642	-0.0698
TTC36	0.99	-0.0418
TTC37	0.784	-0.00494
TTC38	0.96	-0.0569
TTC39A	0.235	-0.034
TTC39B	0.99	-0.0304
TTC39C	0.99	-0.0449
TTC41P	0.99	-0.00224
TTC5	0.963	-0.0048
TTC7A	0.616	-0.0228
TTC7B	0.829	0.12
TTC8	0.744	-0.00678
TTC9	0.99	-0.000543
TTC9B	0.865	-0.0505
TTC9C	0.944	-0.00356
TTF1	0.99	-0.0353
TTF2	0.99	-0.00489
TTI1	0.584	-0.0376
TTI2	0.827	-0.00757
TTK	0.99	-0.0156
TTL	0.118	-0.0586
TTLL1	0.99	-0.0113
TTLL10	0.695	0.0395
TTLL11	0.0157	0.163
TTLL12	0.776	0.00619
TTLL13P	0.99	0.0221
TTLL2	0.99	-0.00257
TTLL4	0.366	-0.0109
TTLL5	0.99	-0.00782
TTLL6	0.99	-0.0218
TTLL7	0.00076	0.0883
TTLL9	0.99	-0.00624
TTN	0.99	-0.0181
TTPA	0.298	0.0388
TTPAL	0.879	-0.0043
TTR	0.99	-0.0255
TTYH1	0.0403	0.0774
TTYH2	0.156	0.0426
TTYH3	0.729	-0.0322
TUB	0.236	-0.0378
TUBA1A	0.646	0.0141
TUBA1B	0.797	-0.0045
TUBA1C	0.845	-0.0223
TUBA3C	0.99	-0.00876
TUBA3D	0.843	-0.00811
TUBA3E	0.424	-0.0262
TUBA3FP	0.959	-0.00375
TUBA4A	0.305	-0.0061
TUBA4B	0.99	-0.0242
TUBA8	0.881	-0.0154
TUBAL3	0.99	-0.00486
TUBB	0.747	-0.00771
TUBB1	0.99	-0.0787
TUBB2A	0.977	-0.00505
TUBB2B	0.902	-0.00916
TUBB3	0.99	-0.0326
TUBB4A	0.386	-0.0289
TUBB4B	0.99	-0.00477
TUBB6	0.99	-0.00161
TUBB8	0.985	0.0445
TUBBP5	0.285	-0.066
TUBD1	0.62	-0.0284
TUBE1	0.99	-0.000663
TUBG1	0.372	-0.0606
TUBG2	0.359	0.0255
TUBGCP2	0.705	-0.0642
TUBGCP3	0.622	-0.00695
TUBGCP4	0.99	-0.00453
TUBGCP5	0.349	-0.0493
TUBGCP6	0.99	-0.00911
TUFM	0.99	0.0016
TUFT1	0.99	-0.0337
TUG1	0.966	0.0203
TULP1	0.0344	0.0396
TULP2	0.99	0.0134
TULP3	0.739	-0.0245
TULP4	0.99	-0.00254
TUNAR	0.708	-0.0543
TUSC1	0.585	-0.0703
TUSC2	0.99	-0.0244
TUSC3	0.466	0.00793
TUSC5	0.842	0.0627
TUSC7	0.895	-0.0624
TUT1	0.99	0.00104
TVP23A	0.0235	0.0511
TVP23B	0.606	-0.0123
TVP23C-CDRT4	0.415	-0.00791
TWF1	0.462	-0.0264
TWF2	0.99	-0.00134
TWIST1	0.339	0.0582
TWIST2	0.406	-0.064
TWISTNB	0.656	-0.0128
TWSG1	0.0908	-0.00975
TXK	0.99	0.0319
TXLNA	0.99	-0.00847
TXLNB	0.608	-0.0224
TXN	0.93	-0.00465
TXN2	0.937	0.00664
TXNDC11	0.99	-0.0356
TXNDC12	0.46	-0.00715
TXNDC15	0.99	-0.0102
TXNDC16	0.99	-0.0019
TXNDC17	0.99	-0.00571
TXNDC2	0.99	-0.00661
TXNDC8	0.99	-0.00785
TXNDC9	0.957	0.0168
TXNL1	0.135	-0.0656
TXNL4A	0.972	-0.00776
TXNL4B	0.89	0.0271
TXNRD1	0.99	-0.0118
TXNRD2	0.727	-0.0244
TXNRD3	0.963	-0.0689
TXNRD3NB	0.99	-0.00808
TYK2	0.769	0.016
TYMP	0.679	0.0462
TYMS	0.99	0.00663
TYMSOS	0.99	-0.0112
TYR	0.99	-0.0209
TYRO3	0.99	0.014
TYROBP	0.956	-0.0308
TYRP1	0.99	-0.0142
TYSND1	0.261	0.0236
TYW1	0.99	-0.00718
TYW1B	0.954	-0.0192
TYW3	0.52	0.0469
TYW5	0.707	-0.00568
U2AF1	0.793	0.0363
U2AF1L4	0.99	-0.00523
U2AF2	0.662	-0.00857
U2SURP	0.99	0.0123
UACA	0.0252	0.0503
UAP1	0.477	-0.0167
UAP1L1	0.318	-0.00728
UBA2	0.969	-0.00708
UBA3	0.99	-0.00211
UBA52	0.926	0.00965
UBA6	0.597	0.105
UBA6-AS1	0.687	-0.00765
UBA7	0.703	-0.0837
UBAC1	0.134	0.061
UBAC2	0.0104	-0.092
UBAC2-AS1	0.99	-0.0011
UBALD1	0.426	-0.0304
UBALD2	0.859	-0.0139
UBAP1	0.99	0.00185
UBAP1L	0.99	-0.0128
UBAP2	0.99	0.00518
UBAP2L	0.741	-0.00686
UBASH3A	0.99	0.0325
UBASH3B	0.99	-0.00253
UBB	0.733	-0.00858
UBC	0.917	0.0286
UBD	0.0803	-0.0811
UBE2B	0.564	0.00628
UBE2C	0.349	0.0275
UBE2D1	0.101	0.0418
UBE2D2	0.0919	-0.0485
UBE2D3	0.99	0.00766
UBE2D4	0.965	-0.00459
UBE2E1	0.99	0.005
UBE2E2	0.834	0.0497
UBE2E3	0.625	-0.0178
UBE2F-SCLY	0.685	-0.0426
UBE2G1	0.99	-0.00361
UBE2G2	0.784	0.0609
UBE2H	0.99	-0.0714
UBE2I	0.00094	0.125
UBE2J1	0.35	-0.0053
UBE2J2	0.563	0.0415
UBE2K	0.976	0.00651
UBE2L3	0.818	-0.00508
UBE2L6	0.181	-0.108
UBE2M	0.463	-0.0064
UBE2MP1	0.133	-0.0835
UBE2N	0.87	-0.0283
UBE2O	0.868	-0.0113
UBE2Q1	0.603	-0.0299
UBE2Q2	0.99	-0.0225
UBE2Q2P1	0.99	0.00352
UBE2QL1	0.99	-0.00111
UBE2R2	0.99	-0.00223
UBE2S	0.99	-0.00536
UBE2T	0.99	0.00174
UBE2U	0.00146	0.0644
UBE2V2	0.686	-0.00639
UBE2W	0.99	-0.069
UBE2Z	0.99	-0.0014
UBE3A	0.843	-0.00463
UBE3B	0.99	-0.00381
UBE3C	0.587	-0.0923
UBE3D	0.99	0.0021
UBE4A	0.429	0.00817
UBE4B	0.967	-0.00704
UBFD1	0.918	0.00757
UBIAD1	0.0239	-0.0943
UBL3	0.767	-0.0493
UBL4B	0.517	-0.0215
UBL5	0.163	0.164
UBL7	0.99	0.00287
UBL7-AS1	0.207	-0.015
UBLCP1	0.126	-0.051
UBN1	0.99	0.0452
UBN2	0.876	-0.00998
UBOX5	0.656	-0.0414
UBOX5-AS1	0.99	-0.0177
UBP1	0.56	0.0121
UBQLN1	0.99	-0.00552
UBQLN4	0.99	-0.0193
UBR1	0.397	-0.0618
UBR2	0.849	-0.00374
UBR3	0.869	-0.0122
UBR4	0.99	-0.00568
UBR5	0.99	-0.00474
UBR7	0.99	-0.00497
UBTD1	0.99	0.00142
UBTD2	0.99	-0.00513
UBTF	0.99	0.00666
UBTFL1	0.99	-0.0113
UBXN1	0.833	-0.00566
UBXN10	0.944	-0.0263
UBXN11	0.686	-0.0434
UBXN2A	0.942	-0.0156
UBXN2B	0.581	-0.0187
UBXN4	0.99	0.00359
UBXN6	0.743	-0.0116
UBXN7	0.984	-0.0142
UBXN8	0.99	0.00384
UCA1	0.99	-0.00132
UCHL1	0.99	-0.0245
UCHL1-AS1	0.99	-0.0072
UCHL3	0.44	0.0207
UCHL5	0.906	-0.00473
UCK1	0.99	-0.00904
UCK2	0.913	0.0116
UCKL1	0.99	-0.00474
UCKL1-AS1	0.99	-0.00555
UCMA	0.99	0.0385
UCN	0.0415	0.057
UCN2	0.99	-0.0319
UCN3	0.927	0.0403
UCP1	0.298	-0.00615
UCP2	0.99	-0.000597
UCP3	0.99	-0.00424
UEVLD	0.936	-0.00936
UFC1	0.99	-0.000996
UFD1L	0.99	-0.00341
UFL1	0.99	-0.0115
UFM1	0.958	-0.00487
UFSP1	0.99	0.000882
UFSP2	0.471	-0.00649
UGCG	0.99	-0.0228
UGDH	0.91	-0.00514
UGDH-AS1	0.483	-0.00918
UGGT1	0.99	-0.000625
UGGT2	0.504	-0.0629
UGP2	0.653	-0.0317
UGT1A10	0.99	-0.0126
UGT1A8	0.939	-0.0431
UGT2A1	0.99	0.0549
UGT2A3	0.99	-0.0526
UGT2B10	0.99	-0.0138
UGT2B11	0.461	-0.0703
UGT2B15	0.99	-0.0131
UGT2B17	0.99	0.0139
UGT2B28	0.99	0.0554
UGT2B4	0.99	-0.0213
UGT2B7	0.99	-0.0367
UGT3A1	0.99	-0.0237
UGT3A2	0.751	-0.00769
UGT8	0.99	-0.00369
UHMK1	0.0422	-0.0569
UHRF1	0.0253	-0.104
UHRF1BP1	0.99	-0.00163
UHRF1BP1L	0.99	0.00113
UHRF2	0.193	-0.0122
UIMC1	0.99	-0.00108
ULBP1	0.257	-0.0123
ULBP2	0.283	-0.0484
ULBP3	0.99	-0.000849
ULK1	0.0521	-0.0773
ULK2	0.911	0.0426
ULK3	0.751	0.00922
ULK4	0.732	0.0064
ULK4P1	0.99	-0.0239
ULK4P3	0.206	-0.0492
UMAD1	0.99	-0.0176
UMOD	0.112	-0.0197
UMODL1	0.0169	-0.0433
UMPS	0.99	-0.00284
UNC119	0.561	0.0252
UNC119B	0.725	-0.132
UNC13A	0.99	-0.0205
UNC13B	0.732	-0.00474
UNC13C	0.239	-0.0383
UNC13D	0.927	-0.00453
UNC45A	0.484	-0.0703
UNC45B	0.99	-0.0149
UNC50	0.99	-0.00272
UNC5A	0.0206	-0.0555
UNC5B	0.00472	0.051
UNC5C	0.0257	0.0372
UNC5CL	0.588	-0.00751
UNC5D	0.682	-0.0575
UNC79	0.149	-0.0388
UNC80	0.99	-0.00701
UNC93A	0.546	-0.0226
UNC93B1	0.292	-0.0241
UNCX	0.0211	-0.0241
UNG	0.99	-0.00377
UNK	0.99	-0.00482
UNKL	0.000999	-0.0486
UNQ6494	0.99	-0.0103
UOX	0.99	-0.0176
UPB1	0.99	-0.00461
UPF1	0.786	-0.00471
UPF2	0.354	-0.0903
UPF3A	0.99	0.00147
UPK1A	0.895	0.0142
UPK1B	0.99	-0.00686
UPK2	0.99	0.00203
UPK3A	0.579	0.0359
UPK3B	0.99	0.00609
UPP1	0.927	0.046
UPP2	0.99	0.00757
UQCC1	0.99	0.000684
UQCC2	0.771	-0.0278
UQCC3	0.62	-0.00512
UQCR10	0.99	-0.00267
UQCR11	0.623	-0.0118
UQCRB	0.431	0.0163
UQCRC1	0.0263	0.0547
UQCRC2	0.99	-0.00824
UQCRFS1	0.235	-0.0988
UQCRH	0.99	-0.0163
UQCRHL	0.363	-0.0302
UQCRQ	0.99	0.00163
URAD	0.536	0.0256
URAHP	0.99	-0.0102
URB1	0.99	-0.00201
URB1-AS1	0.625	-0.042
URB2	0.98	-0.0104
URGCP	0.0862	-0.0307
URGCP-MRPS24	0.918	-0.00541
URI1	0.675	-0.0074
URM1	0.629	0.0532
UROC1	0.99	-0.01
UROD	0.99	-0.00337
UROS	0.99	-0.0152
USB1	0.975	-0.00399
USE1	0.99	-0.00179
USF1	0.567	-0.00894
USF2	0.766	-0.0491
USF3	0.881	-0.0367
USH1C	0.525	-0.0277
USH1G	0.0255	-0.0901
