Gene	Chim2012.logFC	Chim2012.padj
SSPO	0.07028322	0.6891639
SSR1	-0.89008941	0.0096775
SSR2	-0.2358242	0.2861874
SSR3	0.09417939	0.5710708
SSR4	0.10893861	0.7885441
SSR4P1	-0.00457169	0.9931434
SSRP1	0.32143088	0.076546
SSSCA1	0.31299248	0.2260748
SSSCA1-AS1	-0.15261469	0.4009523
SST	0.13316397	0.6760297
SSTR1	0.09329777	0.6671198
SSTR2	0.2171392	0.3993096
SSTR3	0.29283218	0.0735317
SSTR4	0.08975329	0.6403131
SSTR5	-0.0280457	0.8998606
SSTR5-AS1	-0.25724177	0.0980192
SSU72	0.59123488	0.0020359
SSUH2	-0.13033552	0.5831154
SSX1	-0.0989182	0.5330901
SSX2B	-0.06232748	0.7518486
SSX2IP	-0.16915469	0.6361843
SSX3	-0.23439196	0.3031511
ST13	0.13185387	0.4024027
ST14	0.28896503	0.2777067
ST18	1.32281407	0.0367972
ST20	-0.21561737	0.2289933
ST20-AS1	0.16244564	0.4628565
ST3GAL1	1.32605419	0.0036402
ST3GAL2	0.29570961	0.1364903
ST3GAL3	-0.26900549	0.4235766
ST3GAL4	0.11179428	0.8069272
ST3GAL4-AS1	0.55686193	0.1424829
ST3GAL5	0.12622804	0.7802921
ST3GAL6	0.84193259	0.0169496
ST5	0.86619642	0.0176607
ST6GAL1	0.29629536	0.2667786
ST6GAL2	-0.29616885	0.4284276
ST6GALNAC1	0.08640633	0.8250601
ST6GALNAC2	0.14891549	0.7488561
ST6GALNAC3	-0.33959775	0.3913355
ST6GALNAC4	0.16385188	0.5012614
ST6GALNAC5	-0.23059931	0.0843671
ST6GALNAC6	0.06873398	0.7734152
ST7-AS1	0.04044595	0.898939
ST7-AS2	-0.12402201	0.4790712
ST7-OT4	-0.02425914	0.928524
ST7L	0.47681227	0.0652346
ST8SIA1	-0.06907425	0.6520338
ST8SIA2	-0.17681499	0.2437445
ST8SIA3	-0.12847571	0.445116
ST8SIA4	0.79923219	0.0612592
ST8SIA5	-0.16827259	0.4354563
ST8SIA6-AS1	0.06012202	0.885909
STAB1	0.19389773	0.1887567
STAB2	-0.0879641	0.6253954
STAC	-0.44731121	0.1901169
STAC2	-0.190485	0.5961423
STAC3	-0.25361075	0.3836207
STAG1	0.46111012	0.0610035
STAG2	0.54177646	0.0865555
STAG3	-0.1022954	0.6483394
STAG3L3	1.19367219	0.0001123
STAG3L4	0.33140225	0.065801
STAM	0.11493626	0.7536374
STAM-AS1	-0.09684439	0.6215416
STAM2	0.35796461	0.1126493
STAMBP	0.36391678	0.0815482
STAMBPL1	-0.16511674	0.5795728
STAP1	-0.05514474	0.8562605
STAP2	0.4771737	0.1242101
STAR	-0.25486455	0.3847922
STARD10	0.46313811	0.1291669
STARD13	0.4073739	0.1082479
STARD13-AS	-0.07095361	0.6803716
STARD3	0.04092502	0.9052817
STARD3NL	0.18029671	0.5125731
STARD4	0.40741139	0.266615
STARD5	0.20436421	0.6895934
STARD6	-0.09332595	0.6159849
STARD7	0.138727	0.5030499
STARD7-AS1	-0.08104877	0.7087504
STARD8	0.31019125	0.3132671
STARD9	0.16524382	0.6443829
STAT1	-0.67949667	0.0441066
STAT2	-0.32908134	0.0722941
STAT3	0.88615837	0.0029536
STAT4	-0.86771583	0.144041
STAT5A	0.12211523	0.7866036
STAT5B	0.80947036	0.0113616
STAT6	-0.31003313	0.238122
STATH	0.01947026	0.9396294
STAU1	0.28432789	0.1475312
STAU2	-0.12134209	0.4923383
STAU2-AS1	-0.08094421	0.8619389
STBD1	0.57068576	0.1133904
STC1	0.75292433	0.2166938
STC2	-0.14434029	0.5204335
STEAP1	-0.24303561	0.2968301
STEAP1B	0.12495131	0.6077555
STEAP2	-0.09888973	0.5530023
STEAP3	0.34793739	0.4251789
STEAP4	-0.72654552	0.2760813
STGC3	0.26408348	0.1472825
STH	0.04034161	0.8792813
STIL	-0.08829136	0.7787333
STIM1	-0.16265783	0.5686782
STIM2	-0.43368386	0.1925101
STIP1	-1.16479055	0.0344388
STK10	0.52589407	0.0181995
STK11	0.32498808	0.1380007
STK11IP	0.14887695	0.6249613
STK16	-0.19297505	0.4611661
STK17A	0.44466772	0.128589
STK17B	-0.20452595	0.6083447
STK19	-0.26550036	0.2239272
STK24	-0.38549924	0.3108302
STK24-AS1	0.13952055	0.4677945
STK25	0.29641648	0.1658888
STK26	-1.01855812	0.0938793
STK3	0.50865345	0.0050504
STK31	0.33752775	0.2291311
STK32A	-0.15673132	0.3209232
STK32B	-0.4150947	0.4021011
STK32C	-0.0225923	0.9319761
STK33	0.18256426	0.4308461
STK35	0.72998162	0.0222059
STK36	0.1324254	0.5165179
STK38	0.61534038	0.001751
STK38L	-0.35154896	0.1754046
STK39	0.03612685	0.9135333
STK4	-0.41598825	0.0201729
STK4-AS1	-0.15405316	0.3923099
STK40	0.64896193	0.0065752
STKLD1	-0.13507442	0.5029764
STMN1	0.04945965	0.8161669
STMN2	-0.13952274	0.4132897
STMN3	0.39341784	0.1396593
STMN4	-0.09304995	0.5798874
STOM	-0.22475624	0.2981303
STOML1	0.39270973	0.01098
STOML2	-0.24038267	0.4523174
STOML3	0.01063166	0.9641795
STON1	-0.16663318	0.4274791
STON2	-0.22257771	0.1170695
STOX1	0.14355611	0.574882
STOX2	0.39118829	0.0109755
STPG1	-0.06661883	0.8256768
STPG2	-0.04410939	0.8478366
STPG3	-0.11076927	0.5265194
STRA13	-0.17768059	0.4573674
STRA6	0.4011817	0.1824954
STRADA	0.13676681	0.4425817
STRADB	-0.08955441	0.7076262
STRAP	-0.19470921	0.3205912
STRBP	0.79979119	0.0944545
STRIP1	0.0154274	0.9599589
STRIP2	0.90053793	0.0927714
STRN	-0.37153253	0.0383989
STRN3	-0.65315327	0.0697334
STRN4	0.27196198	0.2865812
STS	-1.06408959	0.0380641
STT3A	-0.89171018	0.002154
STT3B	0.24248123	0.2870343
STUB1	0.13668327	0.3259743
STUM	-0.15923018	0.4755184
STX10	-0.14758749	0.5178331
STX11	-0.49088984	0.2286552
STX12	-0.27819729	0.058347
STX16	0.7932907	0.0014761
STX17	1.04592801	0.0022487
STX17-AS1	0.08743649	0.8419531
STX18	0.08306913	0.6339287
STX18-AS1	-0.05443826	0.767546
STX19	-0.16966124	0.2050316
STX1A	-0.09941664	0.7614149
STX1B	-0.07516155	0.7644761
STX2	-0.39818802	0.1006436
STX3	-0.94249085	0.1076599
STX4	-0.10190639	0.7567433
STX5	0.16360416	0.5511244
STX6	-0.36089726	0.1723707
STX7	-0.55078392	0.0042307
STX8	-0.24461436	0.0967377
STXBP1	-0.00696697	0.9873548
STXBP2	0.61805182	0.0454284
STXBP3	-0.24633779	0.186948
STXBP4	-0.08663316	0.6082847
STXBP5	0.39133019	0.0921441
STXBP5-AS1	-0.1075119	0.4069676
STXBP5L	-0.17701245	0.2876039
STXBP6	1.14676448	0.044676
STYK1	0.48465778	0.4397532
STYX	-0.39600978	0.015941
STYXL1	0.82250118	0.0121924
SUB1	-0.34037032	0.0654235
SUCLA2	0.24897737	0.3473613
SUCLA2-AS1	0.01646652	0.9445156
SUCLG1	-0.17386513	0.4194704
SUCLG2	-0.15851321	0.2840898
SUCLG2-AS1	-0.18628611	0.3471118
SUCNR1	-0.12819023	0.5511821
SUCO	-0.14924526	0.6521402
SUDS3	-0.29175368	0.1838694
SUFU	-0.25282006	0.2033096
SUGCT	-0.05192776	0.8854536
SUGP1	0.3328105	0.1100843
SUGP2	0.93782664	0.0002567
SUGT1	-0.26951852	0.0403921
SUGT1P1	-0.06932525	0.7311812
SUGT1P3	-0.09179692	0.5900667
SULF1	-0.18527784	0.5607914
SULF2	0.52414873	0.6178207
SULT1A1	-0.37647754	0.3144131
SULT1A2	-0.31811991	0.2254558
SULT1B1	0.28533687	0.1305263
SULT1C2	0.14450088	0.599518
SULT1C4	-0.36745109	0.0883595
SULT1E1	0.05193014	0.7724046
SULT2A1	-0.10720096	0.6149043
SULT2B1	0.19792547	0.4906162
SULT4A1	-0.41086221	0.0394566
SUMF1	0.51659317	0.0079264
SUMF2	0.16915112	0.8277642
SUMO1	-0.57649422	0.0114642
SUMO3	0.56002331	0.0155558
SUMO4	-0.27933846	0.2059668
SUN1	1.69043207	0.0005314
SUN2	-0.27149372	0.2637027
SUN3	0.05471988	0.8456075
SUN5	0.1465868	0.6288035
SUOX	-0.14432926	0.5915993
SUPT16H	-1.72244845	0.0014161
SUPT20H	0.74263306	0.0353869
SUPT3H	-0.20621004	0.3687061
SUPT4H1	-0.41869879	0.1528994
SUPT5H	0.31873637	0.1681674
SUPT6H	-0.48118105	0.0110055
SUPT7L	0.25515414	0.3596347
SUPV3L1	-0.07028456	0.7560686
SURF1	0.55109076	0.0357441
SURF2	-0.13719392	0.6391241
SURF4	-0.32969227	0.0914731
SURF6	0.02608604	0.9079772
SUSD1	0.60635929	0.0616422
SUSD2	0.29824939	0.0609856
SUSD3	0.1527874	0.5082814
SUSD4	-0.1322772	0.4886977
SUSD5	0.03978272	0.8661045
SUSD6	0.23230543	0.2393792
SUV39H1	0.26377687	0.1461152
SUV39H2	-0.03266773	0.9253475
SUZ12	0.94881797	0.0002622
SUZ12P1	-1.53225779	0.0000614
SV2A	0.06868996	0.8261659
SV2B	-0.90981703	0.2704742
SV2C	-0.25622563	0.0977592
SVBP	0.13289471	0.5458751
SVEP1	1.58487617	0.0044518
SVIL	-0.65281925	0.0484997
SVIL-AS1	0.21388612	0.2733914
SVIP	0.19672966	0.198631
SVOP	-0.09602074	0.6374362
SVOPL	-0.26981578	0.1756992
SWAP70	0.63443585	0.0126413
SWI5	-0.40636921	0.0260441
SWSAP1	0.07018786	0.7436426
SWT1	0.22987614	0.3238296
SYAP1	0.3259306	0.0891557
SYBU	-0.38694501	0.3815596
SYCE1	0.43722363	0.1998885
SYCE1L	-0.04124541	0.8396414
SYCE2	-0.15865822	0.2812124
SYCE3	-0.05911493	0.7379371
SYCN	-0.02863269	0.9067538
SYCP1	-0.17595491	0.3059711
SYCP2	0.17463141	0.6956005
SYCP2L	0.09672178	0.703964
SYCP3	0.03881626	0.8231347
SYDE1	0.54420844	0.3991588
SYDE2	0.65576028	0.0567072
SYF2	0.1815959	0.2404323
SYK	0.39649621	0.3341375
SYMPK	-0.51365586	0.0183264
SYN1	-0.09705586	0.6834046
SYN2	-0.07371111	0.694924
SYN3	-0.05697479	0.814434
SYNC	0.52248521	0.2323023
SYNCRIP	-1.60814867	0.0008545
SYNDIG1	-0.15330639	0.3775092
SYNDIG1L	-0.36001797	0.2655441
SYNE1	0.1873795	0.4629359
SYNE2	-0.66085596	0.0137051
SYNE3	0.0773942	0.7036105
SYNE4	0.19665938	0.4125618
SYNGAP1	-0.08866834	0.7277193
SYNGR1	0.4865408	0.276408
SYNGR2	-0.00714936	0.97789
SYNGR3	0.16925231	0.7793754
SYNGR4	-0.09491491	0.606135
SYNJ1	-1.33584565	0.0185304
SYNJ2	0.69731869	0.0023165
SYNM	-0.0212698	0.9613379
SYNPO	0.68342228	0.0215159
SYNPO2	-1.64277134	0.0141562
SYNPO2L	0.88968992	0.0195214
SYNPR	0.59711041	0.2359948
SYNPR-AS1	-0.03299527	0.8788572
SYNRG	0.89769464	0.0037633
SYP	-0.02979369	0.9194163
SYPL1	-0.66817208	0.0765404
SYPL2	0.00071836	0.9987125
SYS1	-0.72335835	0.0008209
SYT1	0.56105203	0.3282416
SYT11	0.54689469	0.035246
SYT12	0.83390123	0.0142313
SYT13	-0.07845707	0.6853106
SYT14	-0.10131216	0.5441971
SYT15	-0.06058597	0.8063363
SYT16	0.09793644	0.6046048
SYT17	0.46799937	0.0698514
SYT2	-0.42343054	0.1158738
SYT3	-0.01790648	0.9447382
SYT4	0.09421086	0.5390893
SYT5	-0.06850867	0.8011484
SYT6	-0.21947656	0.2483657
SYT7	0.08830366	0.5939227
SYT8	-0.0562975	0.895463
SYT9	-0.0658338	0.7644761
SYTL1	0.35275888	0.1751884
SYTL2	-0.57867985	0.2129214
SYTL3	0.10006709	0.5725628
SYTL4	0.32099676	0.1256549
SYTL5	-0.27027479	0.3526851
SZRD1	-0.77382879	0.0029392
SZT2	0.22199702	0.3620868
T	0.239927	0.3492237
TAAR1	-0.06593704	0.6563981
TAAR2	-0.22305837	0.1820701
TAAR3	-0.22310091	0.3601581
TAAR5	0.10359407	0.5793005
TAAR8	-0.12046361	0.5798874
TAAR9	-0.11263509	0.570985
TAB1	0.14682197	0.2883469
TAB2	-0.99849092	0.0050858
TAB3	-0.8243372	0.0121866
TAC1	-0.02718644	0.8875854
TAC3	-0.76296987	0.8264983
TACC1	1.02409086	0.0014761
TACC2	-1.22505432	0.0233588
TACC3	0.26002712	0.4931115
TACO1	-0.14861713	0.3123861
TACR1	-0.16769037	0.3424499
TACR2	-0.00417185	0.990447
TACR3	-0.05040851	0.8082238
TACSTD2	-0.20522389	0.3488209
TADA1	0.497369	0.0854552
TADA2A	-0.34868255	0.0636978
TADA2B	0.7444934	0.004844
TADA3	0.06357355	0.7590882
TAF1	-0.11542291	0.7501416
TAF10	-0.11001749	0.582586
TAF11	0.50146474	0.0122873
TAF12	-0.47384911	0.0459518
TAF13	-0.19596791	0.2453178
TAF15	-0.62602768	0.0261484
TAF1A	0.48809867	0.1150078
TAF1A-AS1	-0.18032851	0.4842476
TAF1B	0.8892785	0.0366491
TAF1C	0.52529535	0.0210626
TAF1D	0.35140801	0.092975
TAF1L	-0.16636996	0.4846438
TAF2	-0.63913441	0.0009376
TAF3	-0.20822629	0.4035252
TAF4	0.2430254	0.2847869
TAF4B	0.44343882	0.0447636
TAF5	0.35260539	0.208394
TAF5L	0.12794008	0.6726844
TAF6	0.0591074	0.8230223
TAF6L	-0.20613909	0.3315029
TAF7	0.06249447	0.7940339
TAF7L	0.06128745	0.8291704
TAF8	0.30122037	0.2539045
TAF9B	-0.69884835	0.1157463
TAGAP	-0.25571823	0.2166938
TAGLN	-1.53941995	0.0050922
TAGLN2	-0.49603673	0.0884596
TAGLN3	0.03584042	0.8332763
TAL1	0.83109703	0.0397851
TAL2	-0.2378428	0.255624
TALDO1	0.09268074	0.6851601
TAMM41	0.58231521	0.0021768
TANC1	0.55999365	0.0973461
TANC2	0.3956832	0.0581384
TANGO2	0.12282047	0.6956005
TANGO6	0.40684901	0.0583354
TANK	-0.79272079	0.000444
TAOK1	-2.23201665	0.0000588
TAOK2	-0.39130335	0.1430027
TAOK3	1.23463715	0.0001982
TAP1	0.08882094	0.8661588
TAP2	-0.06559853	0.8514576
TAPBP	-0.17307572	0.247239
TAPBPL	0.39653348	0.4281677
TAPT1	0.51580448	0.1300453
TAPT1-AS1	0.90459853	0.0131287
TARBP1	0.76799898	0.0218553
TARBP2	0.18230762	0.3600322
TARDBP	0.10902481	0.6031402
TARP	-0.17127776	0.2044842
TARS	-0.34026227	0.1116294
TARSL2	0.26220837	0.2115733
TAS1R1	0.06935205	0.6783614
TAS1R2	0.03328374	0.8523791
TAS2R1	-0.21084242	0.2667786
TAS2R10	-0.04758877	0.851723
TAS2R13	-0.06573992	0.7609653
TAS2R14	-0.05447989	0.7110429
TAS2R16	-0.01719513	0.9304977
TAS2R19	0.0087337	0.9676049
TAS2R3	-0.03867517	0.8993761
TAS2R38	-0.06869106	0.6687266
TAS2R39	-0.16742484	0.2268363
TAS2R4	0.0025578	0.9927232
TAS2R40	-0.11858053	0.5088468
TAS2R41	-0.17925921	0.3782624
TAS2R45	-0.08526025	0.6125296
TAS2R5	-0.09416747	0.6649717
TAS2R50	0.06191516	0.6989925
TAS2R7	-0.14358974	0.5177126
TAS2R8	-0.11848683	0.4534574
TAS2R9	-0.06015158	0.7967066
TASP1	0.37667733	0.035052
TAT	0.14989004	0.2565351
TATDN1	0.08655605	0.7592366
TATDN2	-0.14807191	0.4762433
TATDN3	0.79322143	0.0041169
TAX1BP1	0.57755662	0.0032052
TAZ	0.33880453	0.1400551
TBATA	0.13926559	0.5223054
TBC1D1	0.50810232	0.0994817
TBC1D10A	-0.9355238	0.00015
TBC1D10B	0.12640848	0.7592366
TBC1D10C	0.01638298	0.941636
TBC1D12	-0.43325138	0.034348
TBC1D13	0.33288565	0.3173081
TBC1D14	0.27750244	0.1038461
TBC1D15	-0.51210079	0.0170722
TBC1D16	0.31589508	0.280095
TBC1D17	0.55540285	0.1479048
TBC1D19	-0.2219451	0.459833
TBC1D2	0.01514111	0.9809003
TBC1D20	-0.15112638	0.4287846
TBC1D21	-0.23304057	0.1490943
TBC1D22A	0.40465421	0.1854098
TBC1D22A-AS1	-0.0018928	0.9930448
TBC1D22B	0.5507072	0.0784134
TBC1D23	0.01232967	0.9542754
TBC1D24	-0.49874969	0.0793629
TBC1D25	0.08135919	0.6981209
TBC1D27	0.04783788	0.8379137
TBC1D28	0.02869034	0.8994197
TBC1D29	-0.04967723	0.8699025
TBC1D2B	0.10931511	0.694157
TBC1D30	0.10437565	0.6159849
TBC1D31	-0.23969416	0.0956895
TBC1D32	0.61549239	0.0008634
TBC1D4	-0.10812484	0.9159252
TBC1D5	0.62382269	0.0079561
TBC1D7	0.08645725	0.8212274
TBC1D8	-0.26464281	0.2495639
TBC1D8B	0.20852871	0.2644374
TBC1D9	-0.87332973	0.0031541
TBC1D9B	0.24063635	0.2390562
TBCA	0.04706938	0.7918924
TBCB	-0.23643026	0.3197245
TBCC	0.32468691	0.243967
TBCCD1	0.03127346	0.9194163
TBCD	0.54645738	0.0500315
TBCE	0.2311677	0.4581194
TBCEL	-0.39506388	0.0744376
TBCK	-0.12355127	0.7078417
TBK1	-0.22362957	0.2259776
TBKBP1	-0.09933186	0.6650023
TBL1X	-1.2505578	0.0176607
TBL1XR1	-0.78911972	0.0161903
TBL1Y	-0.36566811	0.0942517
TBL2	-0.08623629	0.7328982
TBL3	0.13615136	0.5804172
TBP	0.16428499	0.3670159
TBPL1	-0.35471659	0.2876039
TBR1	-0.01690865	0.9282447
TBRG1	0.81963053	0.0047237
TBRG4	-0.00237169	0.9919253
TBX1	0.64876909	0.0529338
TBX10	0.16367578	0.5430954
TBX15	-0.15601206	0.2499723
TBX18	-0.22343721	0.4073794
TBX18-AS1	0.01865349	0.9361667
TBX19	0.03936601	0.8656016
TBX2	-0.38540896	0.4330221
TBX2-AS1	-0.21759424	0.4341672
TBX20	-0.1000948	0.6308334
TBX21	-0.01513314	0.9682111
TBX22	-0.00973449	0.9722676
TBX3	-0.93080406	0.0095389
TBX4	-0.13607092	0.5842201
TBX5	-1.10999809	0.0156343
TBX5-AS1	-0.21486721	0.2059888
TBX6	0.031043	0.8954436
TBXA2R	0.38998909	0.2984439
TBXAS1	-0.22975411	0.2729423
TC2N	1.06979714	0.0004247
TCAF1	-1.75200802	0.0000967
TCAIM	-0.14298601	0.3671305
TCAM1P	0.28858952	0.1600164
TCAP	0.07186766	0.792026
TCEA1	0.54038267	0.0054295
TCEA2	0.19758816	0.5198583
TCEA3	0.31688127	0.2956087
TCEAL1	-0.37008915	0.1492925
TCEAL2	-0.15776968	0.4798218
TCEAL3	-1.10035534	0.0092724
TCEAL4	-0.26798611	0.1785528
TCEAL7	0.21366534	0.2073421
TCEAL8	-0.20137882	0.6374362
TCEAL9	-0.30001411	0.2686894
TCEANC	-0.23756041	0.2195423
TCEANC2	-0.46058015	0.1240294
TCEB1	0.04717989	0.8576452
TCEB2	0.20271244	0.4097552
TCEB3	-0.61309013	0.0021249
TCEB3-AS1	-0.26442347	0.2505407
TCEB3B	-0.02046376	0.9231582
TCERG1	-0.5992097	0.0103206
TCERG1L	-0.07067909	0.7261213
TCF12	0.74498263	0.0059306
TCF15	-0.02228775	0.9679284
TCF19	-0.32536626	0.1072386
TCF20	-0.09306273	0.7618344
TCF21	0.23102903	0.4528673
TCF24	-0.0349556	0.842666
TCF25	-0.57231798	0.0529875
TCF3	0.42806475	0.036614
TCF4	-0.8058385	0.007591
TCF4-AS1	-0.08819771	0.693445
TCF7	0.65204211	0.0013397
TCF7L1	0.12120486	0.7479972
TCF7L2	0.55620642	0.1686055
TCFL5	-0.08067975	0.7391572
TCHH	-0.42377471	0.5657555
TCHP	-0.11345358	0.5720232
TCIRG1	0.0547555	0.8621563
TCL1A	0.06932373	0.7938016
TCL1B	-0.70836287	0.0360832
TCL6	-0.79403496	0.1484438
TCN1	-0.08077159	0.7303821
TCN2	-0.00439444	0.9915405
TCOF1	0.35322022	0.1880394
TCONS_00029157	-0.17162519	0.4514236
TCP10	-0.15654679	0.4538959
TCP10L	-0.09750786	0.6691292
TCP11	0.05428858	0.7803892
TCP11L1	-0.04475031	0.832613
TCP11L2	0.95514483	0.000439
TCTA	-0.05882559	0.8468282
TCTE1	-0.13614855	0.4480526
TCTE3	-0.45534024	0.015941
TCTEX1D1	0.09853768	0.6671198
TCTEX1D2	-0.07042618	0.8549888
TCTN1	0.07478085	0.9012832
TCTN2	-0.97401484	0.0007607
TCTN3	0.09762955	0.7683901
TDG	0.44932748	0.1287485
TDH	-0.07453642	0.6182296
TDO2	0.1385313	0.4893177
TDP1	0.2283144	0.5430954
TDP2	-0.19912128	0.5228498
TDRD1	-0.07885384	0.6182296
TDRD10	-0.21596098	0.445647
TDRD12	-0.08086309	0.7342651
TDRD3	0.25453372	0.1343169
TDRD5	-0.09800572	0.7245933
TDRD6	-0.1849906	0.3090691
TDRD7	0.15445338	0.6046462
TDRD9	-0.0269484	0.9419855
TDRG1	-0.15720815	0.5920648
TDRKH	0.21320629	0.4875196
TDRP	-0.24633799	0.3630787
TEAD1	-1.01120614	0.0281263
TEAD2	-0.08076539	0.6145492
TEAD3	0.31352749	0.2288031
TEAD4	-0.18589487	0.3287307
TEC	-0.09244065	0.6812884
TECPR1	0.35585728	0.2291311
TECPR2	0.60482635	0.025539
TECR	1.48565375	0.0008667
TECRL	0.1155488	0.386467
TECTA	-0.11990957	0.5466742
TECTB	-0.1311409	0.6274473
TEDDM1	-0.10251365	0.6590224
TEF	-0.12888808	0.4809883
TEFM	0.17351274	0.6250372
TEK	-0.27209926	0.2886345
TEKT1	0.08581454	0.6820132
TEKT2	0.07494917	0.6911396
TEKT3	0.02821894	0.90744
TEKT5	0.06825118	0.7507741
TELO2	0.16021814	0.3814766
TENM1	0.06972566	0.7375901
TENM2	0.03076396	0.8808702
TENM3	-1.03926451	0.1266979
TENM4	-0.11178231	0.5622135
TEP1	0.42384133	0.1057921
TEPP	-0.04275975	0.8638548
TEPSIN	0.08458075	0.7237526
TERB1	-0.29645891	0.1727012
TERB2	-0.03297186	0.8967058
TERF1	-0.64522753	0.0360832
TERF2	-0.2787056	0.2155853
TERF2IP	-0.0160244	0.9467293
TERT	-0.09455686	0.6387049
TES	-1.05526458	0.0101914
TESC	0.38400211	0.072875
TESK1	0.37522917	0.0738914
TESK2	-0.05566701	0.9255785
TESMIN	0.07904425	0.6563516
TESPA1	-0.10446682	0.6437946
TET1	-0.21012473	0.5209375
TET2	-0.28912987	0.0860571
TET3	-0.51750226	0.0703069
TEX10	0.10042586	0.6765783
TEX101	-0.07767076	0.8103463
TEX11	-0.16878724	0.3225669
TEX12	0.16719227	0.2552562
TEX13A	-0.10359631	0.6707908
TEX13B	-0.00657626	0.9864396
TEX14	0.09196181	0.6918409
TEX15	0.09058957	0.6710378
TEX19	-0.01510787	0.9535092
TEX2	0.24909106	0.3691807
TEX22	0.03832354	0.8660353
TEX26	0.01960506	0.9374367
TEX26-AS1	0.25115657	0.4436058
TEX261	0.19891482	0.2764782
TEX264	0.2235405	0.5300128
TEX28	0.02019925	0.9417193
TEX29	-0.02275348	0.9170636
TEX30	-0.04792833	0.9159722
TEX33	-0.01404619	0.9535192
TEX35	0.00782537	0.9777851
TEX36	-0.05131879	0.8346246
TEX36-AS1	0.01513133	0.9409412
TEX37	-0.19552536	0.5045718
TEX38	0.11852699	0.6582527
TEX40	-0.05565868	0.9007065
TEX41	-0.17045965	0.2108247
TEX43	-0.09904847	0.6483727
TEX9	-0.10768795	0.5760253
TF	0.14036293	0.4441933
TFAM	-1.0425953	0.0026088
TFAP2A	0.78564454	0.0447636
TFAP2A-AS1	0.45088367	0.23532
TFAP2B	-0.22882099	0.1158766
TFAP2C	-0.98270474	0.0012519
TFAP2D	0.07891903	0.6977442
TFAP2E	0.02886353	0.9120144
TFAP4	-0.18125648	0.5369264
TFB1M	-0.19282966	0.287878
TFB2M	-0.19114551	0.4939165
TFCP2	-0.4025899	0.1771882
TFCP2L1	-0.71054182	0.0581973
TFDP1	0.31796499	0.1511655
TFDP2	0.87313046	0.1942472
TFDP3	0.13184262	0.606135
TFE3	0.22366085	0.1925891
TFEB	0.81104688	0.0050707
TFEC	-0.22935715	0.3307635
TFF1	0.04552164	0.8638481
TFF2	-0.1424994	0.4728828
TFF3	0.28178801	0.248592
TFG	-1.43029133	0.0024364
TFIP11	-0.29787502	0.1295842
TFPI	-0.46434364	0.2140288
TFPI2	-0.06893559	0.7029092
TFPT	0.35122318	0.2041078
TFR2	0.28137521	0.280847
TFRC	-1.73909996	0.0833154
TG	0.22365594	0.2347162
TGDS	0.07925234	0.7466134
TGFA	-0.10034876	0.6454516
TGFB1	1.44069177	0.0118157
TGFB1I1	0.05903225	0.9025621
TGFB2	-1.12862559	0.0038394
TGFB3	-0.47679501	0.0732886
TGFBI	-0.02338181	0.9624609
TGFBR1	1.39090519	0.0037883
TGFBR2	-0.89676657	0.004989
TGFBR3	0.92800121	0.0142277
TGFBRAP1	-0.85201996	0.0107157
TGIF1	1.70568095	0.0002857
TGIF2	0.11430383	0.6956005
TGIF2LY	0.07586408	0.7513367
TGM1	-0.1117753	0.4561825
TGM2	-1.03713235	0.0425819
TGM3	-0.12068629	0.5126092
TGM4	0.06602483	0.7177124
TGM5	-0.00917902	0.9715885
TGM6	0.14850621	0.4672289
TGM7	-0.0005106	0.9987125
TGOLN2	2.17251408	0.0002093
TGS1	-0.57600269	0.0082274
TH	-0.05086455	0.7857539
TH2LCRR	0.08983145	0.5907559
THADA	0.20285721	0.2899822
THAP1	0.07990512	0.8213983
THAP10	0.10647717	0.7104024
THAP11	0.4045476	0.0439111
THAP12	-0.11363215	0.3523731
THAP2	0.09394633	0.6449907
THAP3	-0.0298215	0.9149117
THAP4	0.36908551	0.0296662
THAP5	0.60810309	0.0101592
THAP6	-0.27925611	0.0838908
THAP7	0.45547781	0.0648129
THAP7-AS1	-0.04354591	0.8988376
THAP8	0.10081744	0.8329791
THAP9	-0.13947396	0.4357138
THAP9-AS1	0.313482	0.1848308
THBD	0.34438038	0.1656616
THBS1	-2.28185901	0.004169
THBS2	0.02652531	0.9188502
THBS3	0.36628122	0.1227131
THBS4	-0.01917214	0.9671198
THCAT158	-0.0867394	0.6577972
THEG	-0.16424441	0.6045381
THEG5	-0.1566514	0.5050395
THEM4	-0.31742335	0.1352665
THEM5	-0.09158034	0.6125296
THEM6	0.07514872	0.8565921
THEMIS	-0.25881408	0.1079378
THEMIS2	0.24847884	0.2279096
THG1L	-0.01957078	0.9463647
THNSL1	0.24049091	0.4217595
THNSL2	0.57798976	0.1611594
THOC1	0.1412056	0.445647
THOC2	-0.75029812	0.0034443
THOC5	0.10529289	0.7479642
THOC6	-0.19918414	0.5227841
THOC7	0.19341164	0.3288682
THOP1	0.11067371	0.7972942
THPO	0.08368864	0.6645109
THRA	0.23258524	0.1511422
THRAP3	-0.81119519	0.0057313
THRB	0.60090566	0.0941728
THRSP	-0.29745078	0.3009601
THSD4	0.93931789	0.0044996
THSD4-AS1	-0.04925885	0.8482518
THSD7A	1.67081316	0.0072522
THSD7B	0.01219344	0.9536106
THTPA	0.01966218	0.9587664
THUMPD1	0.16902962	0.4077844
THUMPD2	0.28287396	0.1724399
THUMPD3	0.39355993	0.0070789
THUMPD3-AS1	-1.19342556	0.0010149
