Gene	MayorLynn2011.FC	MayorLynn2011.p
GNB4	1.37	0.65
CHD9	1.37	0.65
C4ORF18	1.57	0.65
CHRNA5	1.57	0.65
ADCY9	1.46	0.65
HPS3	1.52	0.65
NARS	1.34	0.65
IFI16	1.49	0.65
ZNF146	1.42	0.65
MLSTD2	1.45	0.65
CES2	1.48	0.65
C9ORF95	1.41	0.65
ARFGEF1	1.53	0.65
FAM36A	1.61	0.65
MGC40405	1.43	0.65
NUCB1	0.87	0.65
ADCK4	1.55	0.65
ZNF692	0.9	0.65
ZFYVE16	1.36	0.65
EFNB1	0.85	0.65
MRPS17	1.43	0.65
STK38	1.35	0.65
MRPL55	1.37	0.65
ZNF256	1.41	0.65
U2AF1L4	1.42	0.65
FLJ32447	0.97	0.65
ATG4A	1.36	0.65
COMMD6	1.49	0.65
KCNIP3	0.98	0.65
RPS4X	1.29	0.65
APBB3	1.51	0.65
ADI1	0.95	0.65
RBM10	1.04	0.65
CFDP1	1.31	0.65
PRKCD	1.03	0.65
SNX14	1.36	0.65
CDK5RAP3	1.39	0.65
WIPI2	1.08	0.65
E2F6	1.11	0.65
TPARL	1.46	0.65
ASTE1	0.95	0.65
IMPDH2	1.05	0.65
AIFM1	1.11	0.65
C12ORF26	1.28	0.65
MIDN	1.35	0.65
SP3	1.4	0.65
ARID3A	1.07	0.65
PFDN5	1.11	0.65
LOC651423	1.53	0.65
BCCIP	1.41	0.65
RPS20	1.19	0.65
CDC42EP2	1.2	0.65
RNF185	1.12	0.65
PLCG1	1.1	0.65
SEC24B	1.33	0.65
NDST2	1.12	0.65
MGA	1.17	0.65
LOC283219	1.2	0.65
TRAPPC5	1.13	0.65
MAP1LC3A	1.17	0.65
COX7C	1.21	0.65
PHPT1	1.22	0.65
KIAA1128	1.34	0.65
ST6GALNAC6	1.17	0.65
C21ORF51	1.24	0.65
CDT1	1.01	0.65
SDCCAG1	1.43	0.65
VWCE	1.37	0.65
TMEM107	1.44	0.66
FXYD5	0.92	0.66
CDR2L	0.77	0.66
KIAA0240	1.14	0.66
TP53I13	1.03	0.66
IMP4	1.04	0.66
TMEM154	1.22	0.66
C3ORF31	1.37	0.66
FAM44B	1.16	0.66
TMEM156	1.11	0.66
PHGDH	1.19	0.66
SLC4A5	1.1	0.66
ITGB1BP1	1.3	0.66
MPPE1	1.18	0.66
C17ORF45	1.24	0.66
TIAM1	1.13	0.66
SP100	1.35	0.66
LOC642090	1.36	0.66
PTPLAD2	1.22	0.66
FKBP11	1.31	0.66
RBM25	1.29	0.66
OXR1	1.29	0.66
PHF3	1.44	0.66
ARL2BP	1.48	0.66
MBD4	1.43	0.66
ZNF266	1.4	0.66
ZNF621	1.42	0.66
CACNB3	0.85	0.66
MEIS3P1	1.6	0.66
MTF2	1.41	0.66
LARS	1.37	0.66
ZCD1	1.58	0.66
TCFL5	1.45	0.66
TLE1	1.52	0.66
FLJ11200	1.43	0.66
DYRK4	1.42	0.66
SMG1	1.52	0.66
FAH	1.56	0.66
THBD	1.58	0.66
CCRK	1.46	0.66
FAM120A	1.37	0.66
ZNF307	1.32	0.66
FBXL5	1.46	0.66
LOC221143	1.39	0.66
PTMA	1.46	0.66
ARL8B	1.47	0.66
PMPCB	1.34	0.66
FRAG1	1.31	0.66
PTBP1	0.99	0.66
PSORS1C1	1.33	0.66
RETSAT	1.29	0.66
LOC493856	1.52	0.66
HAX1	1	0.66
ANKRD11	1.18	0.66
PSMC1	1.22	0.66
FN3KRP	1.22	0.66
NFXL1	1.28	0.66
STX4A	1.1	0.66
TATDN2	1.26	0.66
CAMSAP1L1	1.15	0.66
DCTN4	1.33	0.66
OCRL	1.09	0.66
SURF5	1.14	0.66
CRTAP	1.31	0.66
CXORF39	1.41	0.66
DHX33	1.21	0.66
TMEM41B	1.13	0.66
PRPF4	1.29	0.66
SRFBP1	1.19	0.66
TRPC6	1.21	0.66
ASAHL	1.12	0.66
KIAA0406	1.22	0.66
FXC1	1.14	0.66
SEMA4F	1.07	0.66
LOC643940	1.37	0.66
STXBP1	1.15	0.66
C9ORF6	1.21	0.66
MGC42105	0.83	0.67
SH3PXD2B	1.14	0.67
NPR2	1.08	0.67
RBM12B	0.9	0.67
CDC42EP5	1.17	0.67
SAP18	1.15	0.67
C8ORF55	0.95	0.67
PTRF	1	0.67
CFLAR	1.08	0.67
FLJ90650	0.51	0.67
CSNK1E	1.12	0.67
FLJ44124	1.09	0.67
PCDHB9	1.13	0.67
C21ORF59	1.17	0.67
ZNF331	1.27	0.67
STAT3	1.19	0.67
SSH2	1.15	0.67
C10ORF58	1.22	0.67
ZNF483	1.57	0.67
TSC1	1.29	0.67
WRB	1.47	0.67
UBE2E2	1.38	0.67
CWF19L1	1.38	0.67
WASPIP	1.55	0.67
TATDN3	1.42	0.67
IAH1	1.43	0.67
LSM1	1.36	0.67
PRKCE	1.48	0.67
KPNA3	1.6	0.67
GPSM2	1.58	0.67
TBL1X	1.35	0.67
GCC1	1.45	0.67
PAQR4	0.9	0.67
DDX55	1.55	0.67
ARL1	1.43	0.67
TIMM8B	1.38	0.67
MIPEP	1.57	0.67
CGRRF1	1.44	0.67
DERA	1.33	0.67
CRKL	0.99	0.67
KLHL8	1.02	0.67
RMI1	1.34	0.67
GPR27	1.21	0.67
ELF2	1.17	0.67
KLHDC3	1.09	0.67
PHYH2	1.1	0.67
NSUN4	1.31	0.67
RBM14	1.02	0.67
PSCD1	1.24	0.67
N4BP1	1.25	0.67
POLD4	1.27	0.67
ZDHHC5	1.11	0.67
TMEM37	1.29	0.67
SLC25A26	1.23	0.67
ELF4	1.12	0.67
LSM10	1.13	0.67
HAGH	1.24	0.67
ZNF512	1.11	0.67
FLJ40504	1.28	0.67
ASPM	1.2	0.67
NTHL1	1.08	0.67
ADAMTS9	1.19	0.67
NOTCH4	0.97	0.67
LYL1	1.16	0.67
ANKRD20A1	1.35	0.67
SFMBT2	1.52	0.67
CA5B	0.99	0.68
RASEF	1.09	0.68
MBP	0.97	0.68
SERPINE2	0.91	0.68
RPUSD4	0.9	0.68
POLR3GL	1.08	0.68
VEGFB	1.12	0.68
KIAA0683	1	0.68
PRRG4	1.21	0.68
HIGD1A	1.31	0.68
C1ORF171	1.11	0.68
HIVEP2	1.22	0.68
AKR1C3	0.68	0.68
MGC15476	1.13	0.68
SELM	1.47	0.68
SLMO1	1.25	0.68
CREB1	1.42	0.68
APAF1	1.32	0.68
KIAA0408	1.46	0.68
NBPF10	1.3	0.68
HECTD3	0.77	0.68
CORO1C	1.43	0.68
NFYB	1.34	0.68
FAM43A	1.42	0.68
C12ORF31	1.65	0.68
CD276	1.66	0.68
CST6	1.62	0.68
C14ORF139	1.39	0.68
C16ORF35	1.35	0.68
AMZ2	1.42	0.68
EMD	1.37	0.68
MSH6	1.36	0.68
RBM6	1.39	0.68
RIF1	1.38	0.68
ATP6V1E1	1	0.68
MRPS16	1.28	0.68
DIAPH1	0.99	0.68
RPS6	1.35	0.68
CXORF12	1.3	0.68
HOXA13	0.84	0.68
MGC26885	1.44	0.68
C6ORF153	1.21	0.68
C9ORF123	1.21	0.68
GFM1	1.23	0.68
COX4I1	1.07	0.68
BTN3A1	1.33	0.68
RHOA	1.02	0.68
THRAP6	1.35	0.68
C17ORF40	1.16	0.68
ETFB	1.12	0.68
EFHC1	1.46	0.68
ATG7	1.17	0.68
PANK2	1.29	0.68
PWP1	1.25	0.68
SCYL1	1.2	0.68
ZNF526	1.1	0.68
C20ORF30	1.24	0.68
ZNF700	1.6	0.68
PTGES3	1.32	0.68
IFRD1	1.1	0.68
CXXC5	1.1	0.68
SFXN1	1.35	0.68
LMNA	1.22	0.68
CYP27A1	0.99	0.68
ALOXE3	1.64	0.68
NCF2	1.33	0.68
INCENP	1	0.68
PAQR7	1.1	0.68
KCNMB1	0.99	0.68
GIMAP1	1.2	0.68
TIA1	1.52	0.68
ATP13A1	1.46	0.68
CETP	1.39	0.68
NPFFR2	1.38	0.68
CAMP	0.93	0.68
DHRS2	1.24	0.68
GSN	0.9	0.69
FTHL7	1.14	0.69
C18ORF25	1.15	0.69
LIX1L	1.09	0.69
TMEM17	1.3	0.69
RPP21	1.13	0.69
B4GALT1	0.76	0.69
GNAI3	1.47	0.69
LRAP	1.4	0.69
RNF19	1.37	0.69
PARN	1.36	0.69
PUS1	1.22	0.69
PQLC3	1.39	0.69
CBX6	1.3	0.69
BLCAP	1.3	0.69
JAZF1	1.57	0.69
MGC4728	1.3	0.69
HARS2	1.33	0.69
FAT	1.41	0.69
ATP5L	1.56	0.69
ARMCX3	1.54	0.69
COPS8	1.51	0.69
A4GALT	1.56	0.69
ZNF17	1.43	0.69
SPRED1	1.44	0.69
PDXK	1.36	0.69
MCL1	1.4	0.69
C14ORF106	1.38	0.69
HIVEP1	1.43	0.69
PAK2	1.4	0.69
NRIP1	1.47	0.69
ARMC10	1.5	0.69
PAQR3	1.59	0.69
TMEM118	1.87	0.69
SARS	0.93	0.69
ARS2	1.02	0.69
FBXO11	1.33	0.69
SHOC2	1.45	0.69
TCF20	1.21	0.69
PCBP2	1.03	0.69
USP52	1.26	0.69
TRAM1	1.27	0.69
RCC2	1.12	0.69
TGFBRAP1	1.31	0.69
TOR3A	1.21	0.69
MIB2	1.2	0.69
MRPL22	1.11	0.69
TIGD5	1.36	0.69
MBIP	1.39	0.69
MRPS5	1.17	0.69
MRPL13	1.37	0.69
FNTB	1.08	0.69
CCBL2	1.4	0.69
ATP6V1D	1.27	0.69
COMMD5	1.16	0.69
DAZAP2	1.07	0.69
PPIC	1.2	0.69
TNNT2	1.27	0.69
COL6A1	1.26	0.69
AARS	1.22	0.69
BIRC5	0.92	0.69
IGF2BP2	1.06	0.69
GORASP2	1.12	0.69
RDBP	1.23	0.69
TAF7	1.16	0.69
INPPL1	1.07	0.69
RPAP1	1.13	0.69
FLJ10154	1.28	0.69
FLJ39155	1.13	0.69
DCHS1	1.2	0.69
CCNL1	1.57	0.69
GABRE	1.63	0.69
FLJ44653	-0.44	0.69
DNAJA4	0.86	0.7
IER3	0.82	0.7
MLKL	0.88	0.7
CARS	0.9	0.7
GBE1	1.21	0.7
LIME1	1.06	0.7
MGC11335	0.79	0.7
ZNF69	1.23	0.7
SPTY2D1	1.36	0.7
PGRMC1	1.29	0.7
TMEM14A	1.3	0.7
TDRD7	1.22	0.7
ILKAP	1.2	0.7
PTPRM	1.24	0.7
YIF1A	1.31	0.7
RPL13	1.34	0.7
ABL1	1.26	0.7
CRBN	1.27	0.7
ANPEP	1.53	0.7
FAM113B	1.41	0.7
DMC1	1.32	0.7
RAB21	1.48	0.7
EHD2	1.52	0.7
ACADM	1.41	0.7
APPL	1.48	0.7
CCNH	1.49	0.7
LOC152485	1.36	0.7
QSCN6L1	0.83	0.7
C21ORF2	1.39	0.7
SACM1L	1.42	0.7
AP3M2	1.33	0.7
RPS6KB1	1.38	0.7
UBXD4	1.36	0.7
LOC285636	1.48	0.7
PRKCA	1.37	0.7
ZNF690	1.32	0.7
STARD8	0.82	0.7
GEMIN6	1.36	0.7
RBJ	1.38	0.7
MIS12	1.32	0.7
C15ORF38	1.29	0.7
STX12	1.39	0.7
MAP3K8	1.41	0.7
LOC124512	1.46	0.7
C18ORF55	1.33	0.7
ZNF484	1.46	0.7
RPL36AL	1.35	0.7
S100A7L2	1.34	0.7
PPP1R12C	1	0.7
RNGTT	1.33	0.7
TXNL5	1.32	0.7
SLC6A12	1.66	0.7
H1F0	0.93	0.7
CPSF4	1.16	0.7
MDH2	1.03	0.7
IGF1R	1.37	0.7
RPS2	1.06	0.7
TMBIM4	1.3	0.7
SNX3	1.19	0.7
SNX27	1.09	0.7
AP2B1	0.96	0.7
PIGN	1.24	0.7
CARD9	1.29	0.7
ING4	1.13	0.7
SAMM50	1.2	0.7
CSNK1G2	1.13	0.7
HSPB2	1.41	0.7
IER3IP1	1.35	0.7
ATP6V1A	1.12	0.7
CBLL1	1.12	0.7
C19ORF10	1.15	0.7
SLC25A13	1.08	0.7
TRIT1	1.3	0.7
RPS25	1.22	0.7
SART2	1.25	0.7
GAS2L3	1.3	0.7
SCOTIN	1.1	0.7
TRAF3IP1	1.24	0.7
ABCC5	1.23	0.7
PFDN6	1.01	0.7
TCEA1	1.11	0.7
XAB2	1.18	0.7
C6ORF111	1.25	0.7
ASCL2	1.08	0.71
ISGF3G	0.99	0.71
IL18BP	0.54	0.71
DDX26	0.92	0.71
LOC200810	0.65	0.71
HSPC023	1.08	0.71
ELP3	1.14	0.71
BMS1L	1.13	0.71
RTN4	1.31	0.71
SPFH2	1.29	0.71
PERP	1.35	0.71
IL10	1.22	0.71
ZNF613	1.24	0.71
FRS3	1.28	0.71
UHMK1	0.73	0.71
HMG1L1	1.28	0.71
TDP1	1.49	0.71
PYGL	1.47	0.71
STXBP5	1.34	0.71
ARPP-19	1.32	0.71
MTRR	1.38	0.71
ITSN1	1.31	0.71
USP38	1.37	0.71
NAPRT1	0.8	0.71
USPL1	1.51	0.71
KCTD6	1.4	0.71
CCDC77	1.43	0.71
RPL23	1.44	0.71
UBE2F	1.37	0.71
ZNF295	1.51	0.71
PCM1	1.43	0.71
OSBPL10	1.39	0.71
PFAAP5	1.53	0.71
ZNF518	1.46	0.71
C15ORF29	1.36	0.71
C13ORF1	1.52	0.71
TOMM70A	1.4	0.71
TMEM42	1.43	0.71
DMTF1	1.61	0.71
ZFYVE20	1.36	0.71
ITCH	1.36	0.71
HSZFP36	1.38	0.71
HMGN4	1.5	0.71
RPS19	0.95	0.71
HIST1H2BD	0.86	0.71
GLT8D1	1.36	0.71
PXMP3	1.44	0.71
MAP4K2	0.94	0.71
THOC1	1.43	0.71
VDAC3	1.29	0.71
MSRB3	1.33	0.71
PIK4CA	1.05	0.71
ACLY	1	0.71
RNF141	1.4	0.71
SENP7	1.46	0.71
TNPO2	1.2	0.71
C2ORF29	1.12	0.71
ERH	1.1	0.71
GGPS1	1.37	0.71
C1ORF48	1.18	0.71
PAG1	0.92	0.71
UBE2D2	1.26	0.71
TMED7	1.35	0.71
PRLR	1.14	0.71
LETMD1	1.17	0.71
TMEM185B	1.2	0.71
C14ORF21	1.23	0.71
KATNA1	1.15	0.71
MYH9	1.18	0.71
GFRA2	1.07	0.71
CEECAM1	0.89	0.71
C1ORF24	1.15	0.71
EXTL3	1.37	0.71
CCL4L1	1	0.72
RGC32	0.89	0.72
CLN5	0.87	0.72
PHLDB1	0.83	0.72
DNALI1	1.15	0.72
PEA15	0.92	0.72
ACAT1	1.01	0.72
ZBTB20	1.1	0.72
BRD9	1.06	0.72
CLIPR-59	1.27	0.72
ZNF26	1.26	0.72
IL18	1.11	0.72
VPS41	1.19	0.72
CAV1	1.2	0.72
RRAGD	1.42	0.72
TRAPPC6B	1.25	0.72
NKTR	1.4	0.72
FYCO1	1.25	0.72
TSPAN4	1.26	0.72
CYLC2	1.26	0.72
NSMCE1	1.29	0.72
PPL	0.73	0.72
FAM103A1	1.28	0.72
MIER1	1.39	0.72
NDST1	1.39	0.72
GEMIN4	1.32	0.72
ZNF701	1.49	0.72
TIMP4	1.41	0.72
CXX1	1.42	0.72
ADAM17	1.32	0.72
TSPYL5	1.65	0.72
ARL5B	1.47	0.72
TMEM116	1.42	0.72
CD72	0.86	0.72
MKLN1	1.36	0.72
PARVB	0.8	0.72
CHTF18	1.31	0.72
RPL41	0.93	0.72
UPF2	1.31	0.72
VASP	1.37	0.72
KIAA0831	1.36	0.72
SUPT16H	1.31	0.72
CLMN	0.94	0.72
NARF	0.97	0.72
DKFZP434K1815	0.92	0.72
ERGIC2	1.46	0.72
MATR3	1.32	0.72
HSBP1	1.26	0.72
GP1BA	0.94	0.72
EVL	1.28	0.72
SEC14L1	0.97	0.72
METT5D1	1.37	0.72
PER2	1.39	0.72
RPL17	1.34	0.72
KBTBD2	1.25	0.72
C1ORF83	1.27	0.72
RERE	1.3	0.72
PLRG1	1.26	0.72
STAMBP	1.26	0.72
ANKRD10	1.41	0.72
FLCN	1.06	0.72
C3ORF29	1.17	0.72
RHOC	1.04	0.72
NUP37	1.26	0.72
STK19	1.11	0.72
FMO6	1.08	0.72
LEMD1	1.56	0.72
RILP	1.26	0.72
CHST10	1.15	0.72
UBE2G2	1.24	0.72
PAN3	1.36	0.72
PPP2R5B	1.08	0.72
RNF121	1.26	0.72
XPC	1.31	0.72
CHCHD3	1.31	0.72
CSAD	1.64	0.72
PIK3R1	1.01	0.73
NOTCH1	1.06	0.73
RKHD2	1.07	0.73
RHOBTB2	1.09	0.73
ZBTB4	1.19	0.73
YIPF5	1.08	0.73
RAB7L1	1.27	0.73
NR2F2	1.2	0.73
HTLF	1.18	0.73
DAPP1	1.12	0.73
CSDA	1.23	0.73
TXNDC	1.24	0.73
CDAN1	1.16	0.73
FAM107A	0.61	0.73
TUBB6	1.3	0.73
ITPR1	1.32	0.73
GLS	1.4	0.73
CDC26	1.25	0.73
UBE1L	1.24	0.73
HYPK	1.36	0.73
SLC15A4	1.4	0.73
REPIN1	1.24	0.73
C6ORF64	1.4	0.73
PCYOX1	1.52	0.73
VPS26	1.5	0.73
C10ORF6	1.33	0.73
PGRMC2	1.37	0.73
PDLIM1	1.33	0.73
RN7SL1	0.87	0.73
ANKRD12	1.46	0.73
MAPK6	1.43	0.73
CLASP1	1.33	0.73
XPO5	0.87	0.73
RBM34	1.44	0.73
DNAJC8	0.91	0.73
PPP2R5C	1.43	0.73
NKRF	1.4	0.73
NXT2	1.35	0.73
HKR1	1.31	0.73
RAPGEF1	0.94	0.73
MGMT	1.67	0.73
C8ORF58	1.35	0.73
UBE2N	1.35	0.73
GOLGA3	1.31	0.73
ITPA	1.26	0.73
PSMD8	1.01	0.73
ITGA5	0.99	0.73
POLS	1.25	0.73
EIF2S3	1.38	0.73
JAM3	0.97	0.73
G3BP1	1.23	0.73
RAP2A	1.39	0.73
AMIGO1	1.01	0.73
XAB1	1.12	0.73
BRMS1	1.11	0.73
RPS3A	1.16	0.73
GHITM	1.23	0.73
TBCA	1.22	0.73
CCDC44	1.12	0.73
LCAT	1.42	0.73
PARP16	1.21	0.73
SHQ1	1.27	0.73
TMED1	1.15	0.73
KCNQ3	1.13	0.73
SRP9	1.19	0.73
SIP1	1.2	0.73
PDK2	1.07	0.73
TLN2	0.93	0.73
CBX3	1.19	0.73
CCDC76	1.37	0.73
TRO	1.07	0.73
CD151	0.99	0.74
C9ORF19	1.01	0.74
CRELD1	1.12	0.74
PLA2G7	1.33	0.74
FAM63A	1.22	0.74
NQO1	1.1	0.74
MGC13017	1.18	0.74
HSPC176	1.19	0.74
APCDD1	1.34	0.74
HSPA5	1.26	0.74
DEGS1	1.27	0.74
ADORA2B	1.36	0.74
C12ORF29	1.32	0.74
VCL	1.27	0.74
PHACTR4	1.39	0.74
ZMAT3	1.38	0.74
IL17RD	1.29	0.74
C3ORF26	1.41	0.74
DUXAP3	1.28	0.74
SEMA3E	1.52	0.74
C14ORF93	1.29	0.74
PICK1	1.3	0.74
SFRS6	1.38	0.74
WDR22	1.3	0.74
POU2F1	1.39	0.74
TUBB2A	1.49	0.74
KIFC2	1.42	0.74
CCDC90B	1.41	0.74
ZNF234	1.39	0.74
KIAA0157	1.34	0.74
CEP63	1.45	0.74
RPS28	1.37	0.74
SLC4A7	1.31	0.74
DC-UBP	1.32	0.74
SDAD1	1.35	0.74
PROSC	1.3	0.74
EBAG9	1.35	0.74
CHODL	1.31	0.74
MAT2A	1.2	0.74
COBLL1	1.03	0.74
RPS27	1.05	0.74
RPUSD3	1.4	0.74
MADD	0.99	0.74
CNN3	1	0.74
SULT1A4	0.88	0.74
JMJD4	1.27	0.74
SDCCAG3	1.22	0.74
NDUFA9	1.08	0.74
PAPD4	1.43	0.74
RYK	1.19	0.74
DLST	1.21	0.74
LOC202459	1.28	0.74
GUK1	1.16	0.74
TRIM5	1.16	0.74
MPDZ	1.19	0.74
PELO	1.2	0.74
WDR51A	1.14	0.74
CEBPD	1.14	0.74
TSPAN15	1.43	0.74
RAC3	0.99	0.74
C8ORF36	1.14	0.74
MTCP1	1.24	0.74
ZNF664	1.3	0.74
C7ORF36	1.11	0.74
THOC3	1.22	0.74
LOC442578	1.21	0.74
FLJ10213	1.16	0.74
ATG9B	1.45	0.74
AHSA2	1.5	0.74
FLJ23657	1.2	0.74
IGFBP2	1.17	0.75
CDA	0.89	0.75
RCOR2	0.84	0.75
ZC3H12A	1.18	0.75
MGC23280	0.96	0.75
TPM2	0.98	0.75
C21ORF70	1.12	0.75
PCNX	1.03	0.75
TRPT1	1	0.75
SLC25A23	1.12	0.75
DCBLD1	1.14	0.75
TRIB1	1.18	0.75
PHLDA1	1.23	0.75
AIRE	1.1	0.75
GCN1L1	1.08	0.75
SULT1A1	1.11	0.75
TRIM29	1.14	0.75
GNL2	1.19	0.75
YARS	1.19	0.75
SERTAD2	1.24	0.75
CMTM7	1.23	0.75
DUSP6	1.26	0.75
CDCP1	0.71	0.75
VPS37C	1.28	0.75
ACOT9	1.36	0.75
LILRB1	1.21	0.75
LOC134147	1.24	0.75
CLDND1	1.4	0.75
AARSD1	1.3	0.75
MRPS31	1.31	0.75
CNIH4	1.3	0.75
NAT5	1.32	0.75
F2R	0.84	0.75
MGC13170	1.29	0.75
CMIP	1.29	0.75
C1ORF33	1.34	0.75
C21ORF127	1.35	0.75
DHRS1	1.36	0.75
PRRG1	0.78	0.75
E2F3	1.33	0.75
ZBED5	1.32	0.75
IMAA	0.87	0.75
ESD	1.41	0.75
GRPEL2	1.43	0.75
DAAM2	0.81	0.75
CDKN1B	1.35	0.75
MYL9	1.46	0.75
GOLGA7	1.35	0.75
PTRH2	1.36	0.75
PALLD	1.36	0.75
CEPT1	1.07	0.75
SOX18	0.86	0.75
SFRS11	1.33	0.75
RPL23AP7	1.29	0.75
RABL4	1.36	0.75
LUC7L	1.01	0.75
QARS	1.07	0.75
MGC35206	1.31	0.75
TBC1D9B	1.27	0.75
SRP14	1.17	0.75
PFN1	1.08	0.75
ATP6AP2	1.35	0.75
C16ORF63	1.26	0.75
GAS6	1.29	0.75
RPS4Y2	1.65	0.75
JMJD3	1.08	0.75
FLJ20186	1.19	0.75
TRAF6	1.24	0.75
CELSR1	1.29	0.75
HNRPDL	1.45	0.75
NALP2	1.16	0.75
CGI-69	1.08	0.75
AKR7A2	1.19	0.75
TRIB2	1.16	0.75
RHOB	1.24	0.75
LY6G6C	1.04	0.75
C8ORF13	0.96	0.75
HLA-H	0.81	0.76
CRIP1	1.19	0.76
SH3PX3	1.28	0.76
KIF1B	1.1	0.76
LAS1L	0.81	0.76
STAT2	1.13	0.76
PSMF1	1.14	0.76
PRKAA1	1.25	0.76
KIAA1191	1.2	0.76
DECR2	1.26	0.76
AP1G1	1.21	0.76
WDR36	1.29	0.76
RPL5	1.26	0.76
ET	1.26	0.76
SLC35A3	1.37	0.76
KIAA1961	1.37	0.76
FOXD1	0.75	0.76
ARHGEF3	1.33	0.76
NAG18	0.86	0.76
RNF144	1.29	0.76
SETD3	1.33	0.76
FSCN1	1.33	0.76
COMMD3	1.33	0.76
PDE9A	0.74	0.76
NSMAF	1.28	0.76
C3ORF19	1.34	0.76
SLC25A25	1.36	0.76
C9ORF21	1.48	0.76
PIAS1	1.38	0.76
MKKS	1.32	0.76
MTRF1L	1.33	0.76
FLJ20280	1.43	0.76
ZNF649	1.32	0.76
PARVA	1.41	0.76
RB1CC1	1.3	0.76
RPL22	1.38	0.76
GFPT1	1.31	0.76
LOC92689	1.38	0.76
SNAPAP	1.35	0.76
CBX1	1.4	0.76
LOC441268	1.59	0.76
STAG1	1.3	0.76
REXO1	1.27	0.76
ZSWIM1	1.29	0.76
FLJ41603	0.91	0.76
RPS6KB2	1.24	0.76
EXOSC2	1.2	0.76
ZNF398	1.28	0.76
FCAR	1.45	0.76
ARHGEF15	1.1	0.76
ARNTL	0.99	0.76
TARBP2	1.13	0.76
CCDC49	1.04	0.76
NDUFS3	1.21	0.76
AUTS2	1	0.76
LSM2	1.13	0.76
IL4R	1.15	0.76
MID1IP1	1.17	0.76
TRMT12	1.23	0.76
HOXC11	1.24	0.76
TTC13	1.23	0.76
TP53I3	1.31	0.76
LOC653314	1.15	0.76
CENTB2	1.27	0.76
C11ORF2	1.06	0.76
DHX40	1.19	0.76
XYLT2	1.18	0.76
AXUD1	1.16	0.76
ALKBH4	1.13	0.76
ACTA2	1.01	0.76
MAN1B1	1.17	0.76
CHMP5	1.24	0.76
ABTB2	1.35	0.76
HEMK1	1.18	0.76
PIAS3	1.15	0.76
TFG	1.16	0.76
PIPOX	1.46	0.76
ARHGDIB	0.93	0.77
SF1	0.71	0.77
LEMD3	0.85	0.77
ZNF189	1.18	0.77
CC2D1B	1.15	0.77
ZNF668	1.19	0.77
ATPBD4	1.17	0.77
C12ORF47	1.15	0.77
ZFYVE21	1.26	0.77
EIF3S6	1.22	0.77
MGAT2	1.27	0.77
LOC55565	1.15	0.77
ASCIZ	1.22	0.77
WBSCR27	1.4	0.77
ZNF565	1.33	0.77
KIAA0101	0.83	0.77
FRG1	1.32	0.77
TBCE	1.35	0.77
C6ORF143	1.47	0.77
WDFY1	1.31	0.77
C6ORF113	1.37	0.77
ITIH5	0.88	0.77
PPP2R3C	1.33	0.77
SLC37A3	1.35	0.77
TFB1M	1.28	0.77
SEC61G	1.43	0.77
FLJ14668	1.27	0.77
UBE4A	1.34	0.77
SFRS10	1.26	0.77
NIP7	1.34	0.77
PARP6	1.32	0.77
ATP5I	1.31	0.77
PARP14	1.32	0.77
C10ORF116	1.34	0.77
PTTG1IP	0.94	0.77
RPL3	0.97	0.77
RARS	1.29	0.77
C16ORF61	1.27	0.77
ARPC5	1.01	0.77
C21ORF57	1.25	0.77
POMT2	1.22	0.77
THADA	1.09	0.77
NOLA1	1.08	0.77
PAX7	1.02	0.77
NR3C2	1.32	0.77
PARK7	1.14	0.77
SPIN1	1.09	0.77
BMPR2	1.15	0.77
RPL31	1.1	0.77
DYNC1I2	1.19	0.77
ANKRD13C	1.23	0.77
SLMAP	1.31	0.77
FLJ36874	1.19	0.77
WDFY2	1.04	0.77
RDH10	1.21	0.77
NEXN	1.01	0.77
HSPA1A	0.63	0.78
SMAP1L	0.82	0.78
LOC63920	0.93	0.78
FNBP1	0.92	0.78
HBD	0.63	0.78
CPSF1	1	0.78
NPTN	1.16	0.78
SLC7A7	1.29	0.78
RARSL	1.16	0.78
SNURF	1.15	0.78
PACSIN2	1.15	0.78
CENPB	1.17	0.78
MLLT10	1.24	0.78
MGC16703	0.82	0.78
C14ORF103	1.29	0.78
CTTN	1.31	0.78
ZYG11B	1.24	0.78
CHCHD4	1.28	0.78
MIMITIN	1.36	0.78
GPBP1L1	1.29	0.78
BXDC1	1.43	0.78
CHD1	1.33	0.78
PARP8	1.47	0.78
LOC119710	1.4	0.78
HUWE1	1.28	0.78
SASH1	0.86	0.78
ZNF317	0.92	0.78
CXXC1	0.93	0.78
METAP2	1.36	0.78
PCGF4	1.27	0.78
DOC1	1.39	0.78
ZBTB3	1.37	0.78
RBM18	1.35	0.78
ARHGEF12	1.21	0.78
ALKBH5	0.99	0.78
JMJD1C	1.36	0.78
LOC168850	1.34	0.78
LSM14A	1.27	0.78
PRSS15	1.25	0.78
THYN1	1.3	0.78
SNAP23	1.28	0.78
FAM104A	1.25	0.78
LOC440145	1.34	0.78
C1ORF74	1.29	0.78
USP8	1.22	0.78
PTK2	1.18	0.78
PPP2R5E	1.18	0.78
FEM1A	0.99	0.78
LOC93081	1.08	0.78
CKAP1	1.01	0.78
ARHGAP19	1.12	0.78
DERL1	1.23	0.78
CETN2	1.22	0.78
HSPD1	1.24	0.78
CENPF	1.2	0.78
HOXC8	0.98	0.78
FVT1	1.21	0.78
SUHW3	1.22	0.78
