Gene	Ackerman2015.log2FC	Ackerman2015.padj
BSCL2	0.241114336	0.895933356
ALDH16A1	0.24117974	0.520703479
LAMB4	0.241188976	0.943323799
RPA1	0.241282686	0.387043877
IL22RA1	0.241475788	NA
ATP9A	0.241631464	0.849986061
CRTAM	0.241975127	0.889807995
KCTD13	0.242134226	0.842054954
PCDHB13	0.242200749	0.89184332
NCCRP1	0.242215325	0.864404778
PDCD1LG2	0.242338821	0.909296512
ZFHX3	0.242411477	0.85440557
KIAA1549L	0.242463413	0.946314846
IFT46	0.242772302	0.810452599
SYNDIG1	0.242943875	NA
NKAIN4	0.242955466	0.941744964
SKOR1	0.243004555	NA
TNFAIP3	0.243011638	0.686137468
CCL23	0.243114566	NA
GMCL1	0.243122249	0.741842074
MMP16	0.24325161	0.927046865
AKT3	0.243332619	0.741842074
PHF10	0.243335995	0.572829247
PCDH20	0.243355776	NA
HAPLN3	0.243513554	0.942585408
PPP1R13L	0.243516937	0.759829172
GRINA	0.24357645	0.457963067
FAM195A	0.243780128	0.816550801
ZFYVE28	0.243782217	0.932149649
DNAJB11	0.243788191	0.643198083
WNT4	0.243814088	0.934853794
GTPBP8	0.244012058	0.748869046
DSC2	0.244171543	0.575875988
ANGPTL1	0.244759588	0.834085175
HIPK3	0.244773391	0.0229076
GALNT6	0.244826688	0.884768054
ZNF576	0.244854957	0.813648966
ZDHHC24	0.244885734	0.781780515
PRDX5	0.244931631	0.520703479
RUSC1-AS1	0.244958068	0.856744806
UAP1L1	0.245232032	0.834085175
RPS15	0.245256975	0.57354769
TBCA	0.24557747	0.334271637
PRKAB2	0.245685216	0.691318861
TIMP1	0.245770927	0.85716344
ACR	0.245806682	NA
CELSR1	0.245871142	0.934853794
ZNF346	0.245966072	0.771474805
C2	0.246050502	0.73553739
SIGLEC12	0.246090906	NA
DSCAML1	0.246251994	NA
CTSF	0.246490518	0.921194446
GPATCH3	0.246506871	0.599171898
LRRC37A2	0.246529073	0.897272976
RHOBTB1	0.24654769	0.781780515
PDE3B	0.246855977	0.813648966
SDF4	0.246860489	0.67520699
CYB5D1	0.246995381	0.835212171
GRIA3	0.247115171	NA
FAM207A	0.24712658	0.821003604
PISD	0.247151856	0.517052862
DCTN1	0.247176293	0.005830893
DACT2	0.247205388	0.563213371
TXLNG	0.247259507	0.386611458
RBM22	0.24732837	0.781780515
PNKP	0.247373077	0.666735319
IGF2	0.247399274	0.899440072
SPATA17	0.24748867	NA
SRGAP1	0.247495565	0.852270402
TOLLIP	0.247527934	0.492516286
FCRL2	0.247612122	NA
DERA	0.247654525	0.767343716
HRCT1	0.247695124	NA
MTFR2	0.24773486	0.917607826
MGAT5	0.247765472	0.456687042
UFSP1	0.247811053	0.932149649
FIZ1	0.247922728	0.846230111
VRTN	0.247932328	NA
RELN	0.247966426	NA
BTG3	0.248125987	0.526303492
MEGF9	0.24817686	0.598201822
RAI2	0.248281551	0.849986061
PPP1R27	0.248316706	NA
CHRM3	0.248802127	0.651706019
NDP	0.248820229	NA
MFHAS1	0.248831586	0.781024656
BAD	0.24929533	0.771345575
FKBPL	0.249384122	0.809118336
HYAL1	0.249409094	0.834439283
NEUROD1	0.249461563	NA
PSMC5	0.24958437	0.482985694
ZFP62	0.249894382	0.686364186
ZNF547	0.249912117	0.849986061
ADAMTS14	0.250005607	0.863614483
C1orf228	0.250317368	NA
RAPGEF3	0.2503982	0.345948192
RAB3IL1	0.250438238	0.872734015
RPS16	0.250438943	0.622831857
MFSD7	0.250515581	0.883625399
LRCH4	0.250607343	0.762895778
IDH2	0.250627444	0.520703479
SERPINC1	0.250679849	NA
SCAMP2	0.250688926	0.592170124
TMEM239	0.250731983	NA
GLTSCR2	0.250743368	0.532205918
PTPN18	0.250789213	0.663334381
JOSD2	0.250801644	0.879618021
RTN4RL2	0.250806541	NA
SAMHD1	0.251058547	0.667868302
SLC2A4RG	0.251104188	0.721873792
CECR1	0.251137556	0.649894613
HSPA5	0.251179754	0.755543756
MND1	0.251410039	0.883625399
TNNT1	0.251505473	0.934853794
GPR125	0.251554199	0.647975549
C2orf27A	0.251728351	NA
PXDN	0.251942708	0.852775757
FBXL15	0.251950503	0.841156128
SHCBP1L	0.251980512	NA
TP53I3	0.252010564	0.814929326
THRB	0.252145126	0.572373375
REEP1	0.25216851	0.921772443
BARX2	0.252374244	0.870151018
SATB2	0.252408497	0.859786811
PLA2G15	0.2524599	0.501967495
MRPL34	0.252473464	0.82405822
BBX	0.25248737	0.449662745
NCKAP5L	0.252496644	0.621744897
ROPN1L	0.2525015	NA
ITGA5	0.252597929	0.76105353
TFPI2	0.252638786	0.891055526
AMDHD2	0.252668449	0.741842074
ARPC1B	0.252673775	0.572829247
C4orf51	0.25271521	NA
OR2A5	0.25271521	NA
MFAP2	0.252782506	0.806098543
HSF4	0.252866087	0.849986061
CALR	0.253127573	0.493209585
SLC2A9	0.253233687	0.65684394
FUCA2	0.253260136	0.094480996
SOD2	0.253376022	0.725259119
HIST1H4I	0.253804108	0.879688404
WDR19	0.253855741	0.633453182
BTBD10	0.25388861	0.334354987
ISYNA1	0.253910588	0.785178249
CHCHD10	0.253950907	0.749613817
CXCL10	0.254079001	0.942585408
PHYHD1	0.254263531	0.834085175
TIGD4	0.25431392	NA
RSPH1	0.25453473	NA
SF3A1	0.254564759	0.316638689
ATP6V1F	0.254639844	0.592523599
KRT39	0.254715832	NA
COPRS	0.254779525	0.780194498
TBL3	0.254822418	0.698127914
SLC7A11	0.254896836	0.856744806
PLP2	0.254957079	0.741842074
PTPRN	0.255245504	NA
HIST1H2BN	0.25537238	0.725259119
KCTD9	0.255450797	0.668266675
DPPA2	0.255460803	0.932149649
TTLL9	0.255466729	NA
ITPK1	0.255686272	0.485611503
TMEM190	0.255906801	NA
NMB	0.256015646	NA
FAM83A	0.256036026	NA
ZBED2	0.256081923	NA
FLNC	0.2563637	0.875923422
CKMT2	0.256656926	NA
SOAT1	0.256752833	0.668388992
MRPL55	0.256781098	0.738280237
OPN3	0.25678139	0.367753057
PSG1	0.256822943	0.890297087
ATP6V0E1	0.256834835	0.525078671
RHOG	0.256913654	0.79817362
C11orf94	0.256996558	NA
CUTA	0.257111231	0.486079076
DES	0.257216763	0.901220768
ZNF444	0.257292041	0.811713137
MGARP	0.257315966	NA
PAPLN	0.257344839	0.864978161
NOXRED1	0.257353476	NA
ARSF	0.257517721	NA
SMIM10	0.257525416	0.924429172
RASSF4	0.25753531	0.721873792
SERINC4	0.257601068	NA
SLC24A3	0.25787725	0.827790035
LRRC43	0.25792044	NA
RAB19	0.257943242	NA
PRPF38A	0.258008692	0.339049773
SOD1	0.258054049	0.745873257
ZNF749	0.258185222	0.809118336
IGSF23	0.258400461	NA
BPIFB1	0.258400461	NA
TUSC5	0.258513551	NA
LYPD5	0.258664788	0.941744964
MAGEL2	0.25876476	0.901615803
ZNF711	0.25922662	0.859400761
PGAP3	0.259303132	0.395038198
ACTR5	0.259316864	0.846230111
TCF3	0.259645966	0.517876361
C6orf163	0.259650416	0.824451111
TMED9	0.259793615	0.361515285
RASGEF1A	0.259861233	0.909209875
PLIN2	0.259910194	0.921622444
CCL20	0.259934818	NA
PLA2G3	0.259934818	NA
POR	0.259959327	0.509235736
CBWD2	0.259972405	0.804763408
EHD1	0.259976836	0.657489684
HSD17B3	0.260029875	NA
PLOD3	0.26006887	0.668800182
NBPF11	0.260214669	NA
SAMD15	0.260616255	NA
MSMB	0.260621411	NA
PPP1R1B	0.260621411	NA
XYLB	0.260653198	0.884690268
NXN	0.260769318	0.85621068
UGDH	0.260821572	0.607310079
CERKL	0.260838209	NA
SLC25A19	0.261169901	0.834085175
ABRA	0.261373807	NA
PDE10A	0.261380798	0.622831857
TCEB2	0.261446794	0.634120763
PTX4	0.261519426	NA
PPP1R16A	0.261535438	0.71370804
CD86	0.261799209	0.697730068
NR2E1	0.262009979	NA
C19orf52	0.262024514	0.713213414
SEC63	0.262057097	0.399503004
PLBD2	0.262246996	0.838977238
OVOL1	0.262408572	0.860687516
MBLAC1	0.262535119	0.891768543
TSTD1	0.262729484	0.824344045
PRLR	0.26303962	0.267106584
SLC22A4	0.263184934	0.842168148
ACSS1	0.263262759	0.286702495
MRPL4	0.2634053	0.53755651
ZNF479	0.263573387	NA
SNX24	0.263660098	0.401090953
CPNE2	0.263724019	0.781780515
TRAPPC5	0.263747111	0.740798026
JSRP1	0.263747227	NA
GNAS	0.263800272	0.344485258
B3GALT6	0.263837187	0.784438256
HPRT1	0.263984328	0.855327301
C17orf47	0.264011736	NA
IL20RB	0.26403509	0.888782872
CLEC16A	0.264222479	0.466338167
EDC3	0.264578827	0.520703479
PRR3	0.264655554	0.666533735
TEX15	0.264663764	NA
SRP14	0.264701751	0.31021809
ALMS1	0.264765386	0.671896915
MS4A6A	0.265068149	0.689603528
ATXN7L1	0.265075876	0.834768946
ANGPT4	0.265141911	NA
TTC29	0.265141911	NA
PRAF2	0.265259805	0.832513142
SETBP1	0.265285371	0.820798173
CD9	0.265387169	0.840652556
KIAA1279	0.265418853	0.332432897
TMEM88	0.265628334	0.826517478
SLC12A7	0.2657468	0.781780515
GSTA1	0.265747376	NA
CHMP4B	0.265748923	0.33701127
WDR31	0.265753598	0.897272976
GLTPD1	0.265847229	0.655154095
HS3ST2	0.265962967	NA
NLRC4	0.266010292	0.844905783
FAM177B	0.266014707	0.928220606
CD3D	0.266082673	NA
WDFY4	0.266150384	0.697922388
FAM186B	0.266275915	NA
TMUB1	0.266558726	0.722549898
ARRB2	0.266568045	0.539814715
C20orf27	0.266666444	0.844905783
APC2	0.26672175	0.921772443
GRM2	0.266793152	NA
HIST1H1E	0.266937558	0.358243996
LPPR4	0.267140645	0.932149649
PIK3R5	0.267142838	0.752896915
CHD5	0.267156184	0.932149649
C16orf13	0.26724477	0.816297978
HIST1H3I	0.267369772	0.854690363
RASGRP2	0.267431391	0.758591094
PEBP4	0.267577207	NA
CBL	0.267905791	0.63824033
SULT1B1	0.267963459	NA
CHRNA9	0.268026065	NA
C1QTNF1	0.268028061	0.130451353
TOE1	0.26803074	0.669427793
IL17RA	0.26810706	0.791519283
SCN1A	0.26816152	NA
ATF7	0.26824312	0.702913576
SNRNP25	0.268497547	0.85716344
TMSB10	0.268597926	0.510900746
HEPHL1	0.268602559	0.932149649
F3	0.268650432	0.859400761
GPR173	0.268860445	0.925599924
VNN2	0.268905249	0.907227113
ABCA12	0.269104474	0.874901105
GJD4	0.269163662	NA
AMDHD1	0.26923876	NA
C8orf44-SGK3	0.269530943	NA
NANS	0.269537935	0.539194161
VWA1	0.269589304	0.71370804
ORM1	0.269700076	NA
CRLS1	0.26972578	0.512125377
WNT5B	0.269797627	0.900212265
PTCD1	0.269814321	NA
PNPLA2	0.269843732	0.752414936
C14orf169	0.269875237	0.752896915
C16orf74	0.269947677	0.728218063
HPDL	0.270430651	0.907227113
ORAI1	0.270436401	0.697730068
TLN1	0.270456423	0.358243996
SLC25A47	0.270499774	NA
F12	0.270507936	NA
IMPDH1	0.270608965	0.365325552
CAPN14	0.270871618	0.849986061
CDC5L	0.270875216	0.168073324
PET100	0.270880655	0.696598757
IRF2BPL	0.270940687	0.771345575
FKBP8	0.27102361	0.778954662
DDX43	0.271196198	0.895489432
MEDAG	0.271266902	0.934853794
GMEB2	0.271454095	0.470059433
TMEM179B	0.27164923	0.71370804
BBOX1	0.271886376	0.917770388
KLHL8	0.271913988	0.805511611
ISL1	0.271914793	0.888126506
TMEM132B	0.271923676	0.897272976
TMCO4	0.271946489	0.622831857
ZNF728	0.272049576	0.934853794
ZNF579	0.272057768	0.907227113
TRIM35	0.272096725	0.267106584
KLF6	0.272116992	0.800774432
SBDS	0.272156839	0.393139175
LGALS3BP	0.272158325	0.555361773
HTRA3	0.272170092	0.914963555
TCEAL5	0.272178755	NA
RENBP	0.272252776	0.741842074
DDI2	0.272453899	0.440599079
ARNT2	0.272466837	NA
CD151	0.272486851	0.804763408
ROBO3	0.272540388	0.895813203
SENP8	0.272858883	0.807934173
MC2R	0.272870251	0.781780515
HTRA1	0.272881243	0.932149649
COL6A3	0.273030319	0.836116742
SOX9	0.273088849	NA
C5orf38	0.273112606	NA
TMEM255A	0.273173951	NA
FAM69A	0.273418141	0.754402551
TPGS2	0.273615107	0.491547254
TRIM16L	0.27366828	0.897272976
PARVG	0.273794707	0.716794961
HOXA9	0.273800437	NA
EPO	0.274048124	NA
FAM53B	0.274063563	0.330569616
GRM8	0.274114161	NA
CDSN	0.274301242	NA
PAFAH1B3	0.274350065	0.879162426
SPTBN5	0.27446911	0.842168148
CST3	0.274518691	0.808547272
ITGB2	0.274828998	0.610419475
PPP1R14B	0.274831146	0.71370804
NBPF1	0.275123329	0.812163286
CDH20	0.275361715	NA
FKBP11	0.275454491	0.772290774
OSCP1	0.275514204	0.785178249
AS3MT	0.275554323	NA
PLIN4	0.275636887	NA
ENTPD1	0.275723826	0.793985543
G6PD	0.275901104	0.578857971
TCP10L	0.276027692	NA
MLXIP	0.276185262	0.798689337
ZNF395	0.276674711	0.567638226
LPIN3	0.276748696	0.810452599
MMD2	0.276750952	0.810452599
FAM161A	0.276801831	0.567638226
SOD3	0.27683604	0.879977188
B4GALNT1	0.276890018	NA
MAN1A1	0.277330007	0.697730068
SLC5A9	0.277415294	NA
DUSP27	0.277482678	0.804763408
SLC43A2	0.277521213	0.664421011
PAK1	0.277866429	0.697730068
SPRR2G	0.27792691	NA
CDRT4	0.278063938	NA
NDUFA3	0.278088855	0.705128712
RALGPS2	0.278343584	0.810452599
GNG5	0.278445364	0.643198083
GAS6	0.27849141	0.71370804
ZNF575	0.278640025	NA
GSTO2	0.27868806	0.925798513
YEATS2	0.27904228	0.68229466
TRIML2	0.279058014	0.831839444
SLIT2	0.279084068	0.863109418
KIAA1045	0.279156242	NA
FZD9	0.279178437	NA
KCP	0.279401699	0.881284597
CPT1C	0.279469987	0.890180338
PREP	0.27963245	0.189532898
CYP4F11	0.279747221	NA
TMEM204	0.279778807	0.852775757
SESTD1	0.279792103	0.678056385
OSGIN2	0.279893715	0.829147681
CCDC92	0.279988239	0.772290774
ENOSF1	0.280134564	0.298855153
FXYD3	0.280182097	0.804763408
HOXC6	0.280356012	0.891354256
ALG14	0.280360212	0.781780515
POLR3D	0.280471981	0.440599079
CDKL1	0.2804976	0.846230111
PYCARD	0.280697667	0.877419386
HMHA1	0.280907757	0.863614483
TGS1	0.280981714	0.555472826
BTG4	0.280988481	NA
DOCK5	0.281092072	0.698127914
PTPN11	0.28115508	0.007755766
FZD5	0.281155118	0.826681764
WDFY2	0.281226612	0.258129232
CYB5R1	0.281509375	0.67520699
CLPTM1	0.281543462	0.442898779
LDLRAD1	0.281744062	NA
MTRNR2L6	0.281957338	NA
LGR4	0.282042499	0.697730068
KIF3C	0.282087588	0.881503382
SYBU	0.282134215	0.865252956
FBXO43	0.282161827	NA
CBY1	0.282247525	0.45469524
STAB1	0.282247926	0.725259119
NTRK1	0.282321512	NA
APOF	0.282392623	NA
TBX18	0.282447263	0.851394208
NCS1	0.282560674	0.884690268
HSPA1A	0.28260222	0.863614483
OPLAH	0.282618988	0.85716344
POLR2F	0.28262851	0.532205918
EMP2	0.282668639	0.720818817
DDR1	0.282694609	0.65281104
ZCCHC14	0.282773834	0.562455768
MFSD3	0.2828178	0.829511785
ZNF446	0.283250922	0.741842074
CDK15	0.283283897	NA
RRBP1	0.283290686	0.029261496
PPP5C	0.283536446	0.200610656
CAMK2D	0.283547108	0.632601982
FMO3	0.283583077	NA
GJA3	0.283619327	0.857432639
SCAMP5	0.284005836	0.863614483
PPP1R37	0.284177099	0.419164642
NSUN7	0.284219496	0.771345575
ZFAT	0.284577482	0.282532843
CD99L2	0.284657544	0.642719403
DDIT4	0.284725617	0.875923422
SIGLEC1	0.284782266	0.643198083
MSRB1	0.284800896	0.771474805
PYGL	0.284814484	0.663412269
HIP1	0.284856529	0.572373375
LHPP	0.284917446	0.713739973
CSNK2A2	0.28517417	0.496192985
APOC1	0.285229923	0.85716344
EDNRB	0.285252193	0.610167005
FOXL2	0.285258631	NA
FGGY	0.285410284	0.807934173
ABCB4	0.285570401	0.89184332
TMEM150B	0.285614859	0.895933356
ERVV-2	0.285656851	0.807934173
HS6ST1	0.285899528	0.668800182
MPV17L2	0.286033723	0.781780515
SDK1	0.28604347	0.849986061
TMEM235	0.286118478	NA
PABPC4	0.286178923	0.026311665
PARVA	0.28620717	0.584697097
NRTN	0.286213017	NA
COX16	0.286472789	0.910355372
ROR1	0.286542208	0.852290622
VAMP5	0.28658213	0.854165022
C1orf162	0.28673272	0.840614411
FPGS	0.286793192	0.721138135
DHRS2	0.2868186	0.884578023
NOS1AP	0.287003144	0.834085175
ATP13A1	0.28702232	0.426790003
CTIF	0.287138436	0.776268151
KRTAP16-1	0.287221286	NA
TBC1D12	0.28724044	0.528083071
LAMB3	0.28725249	0.932149649
SLCO2B1	0.287367837	0.781780515
SFMBT2	0.287570554	0.558454967
C1orf53	0.287666081	0.907705586
LYVE1	0.287720523	0.781780515
PLCXD1	0.288180343	NA
MAGI2	0.288297103	0.807934173
SIRPA	0.288357235	0.572829247
PMM1	0.288417683	0.805550854
TMEM2	0.288526906	0.509079527
INMT	0.288971465	0.741842074
LRRC73	0.289014921	NA
GPR135	0.289066305	0.890297087
SYDE1	0.289181742	0.852376041
SELPLG	0.28934835	0.713213414
ECHDC3	0.289411702	0.849986061
TPGS1	0.289446014	0.875923422
KIAA1328	0.289548166	0.365325552
GNA15	0.289763256	0.772005163
EN1	0.28983241	NA
FTL	0.29015221	0.352957791
RASGRF1	0.290232945	0.850398799
KCNC3	0.290343634	0.859400761
PADI2	0.29042699	0.888126506
GIMAP4	0.290472581	0.781780515
MGAM	0.290503075	0.883625399
GALNT2	0.290721248	0.603939576
OR51I1	0.290769208	NA
NDUFA7	0.290844276	0.570920985
MLXIPL	0.290917055	NA
C9orf64	0.291138638	0.32048261
SNAI3	0.29114785	NA
ARL10	0.291181493	0.85621068
CEP250	0.291198843	0.517876361
NRIP1	0.29132559	0.08614914
SORBS2	0.291444575	0.807934173
DDB1	0.291706654	0.303468724
BBC3	0.291707212	0.836116742
TGM2	0.291730147	0.546351529
ABCG2	0.291823452	0.805550854
PKHD1L1	0.291830755	0.924286312
MEIS3	0.292011574	0.807934173
BEAN1	0.2922962	0.873264864
STOM	0.292450337	0.521281804
MOCS1	0.292460625	0.874059026
CSRP2BP	0.292572314	0.572373375
SLC28A3	0.292604966	NA
NFIC	0.292793055	0.856744806
NPSR1	0.292844469	NA
RPS26	0.29284662	0.856744806
TECTA	0.292857258	0.849986061
SPATC1L	0.293312676	0.907227113
EFCAB7	0.293334197	0.849986061
KCNN3	0.293442866	0.752414936
C2orf50	0.293601565	NA
PTPLB	0.293614726	0.852290622
SLC9A5	0.293764553	0.875923422
TAS2R50	0.293881339	0.895933356
RSC1A1	0.293935542	0.520703479
KIAA1467	0.294119128	0.880705413
FAM151A	0.294148706	NA
NR1I2	0.294179919	NA
SPDYE1	0.294339938	NA
GPC4	0.294693262	0.669217394
COX8C	0.294796158	NA
NTNG2	0.295055787	0.909712699
EXOSC7	0.295281793	0.440599079
IL1RAPL2	0.296041012	0.846588254
ANTXR2	0.296058283	0.155030618
ZPBP2	0.296318542	NA
ID3	0.296370192	0.65281104
LGI3	0.296438861	NA
LY6D	0.296544593	0.897272976
PTH1R	0.296706289	0.668800182
ANK3	0.296845301	0.272603414
FOXO4	0.297086706	0.365325552
ZNF334	0.297106187	0.881503382
SPSB1	0.297166423	0.63824033
PLCG2	0.297178147	0.45469524
APOE	0.297206299	0.852290622
SUN2	0.29744691	0.578857971
TPM2	0.297575278	0.784869914
MTHFSD	0.29802448	0.442208456
WFDC11	0.298454615	NA
COPZ2	0.29870928	0.849440783
MPO	0.29876334	0.927320287
OR4F21	0.298781932	NA
GPM6A	0.298800385	0.899306904
DPCR1	0.298843252	NA
STX19	0.298847553	NA
TXNL4B	0.299006211	0.512125377
FOLH1	0.299032807	NA
TBX15	0.299061017	NA
FANCE	0.299147836	0.373634457
ABHD14A	0.299203745	0.875923422
NCKIPSD	0.299397259	0.429022226
SLC12A3	0.299407421	0.924429172
CLECL1	0.299451447	NA
NUCB2	0.29960802	0.69918405
SMAD3	0.299738446	0.704761351
UBQLN3	0.299854611	NA
ZNF883	0.299979466	NA
OLFML3	0.300285255	0.884030866
DFNB31	0.300305791	0.849986061
FAM216A	0.300341067	0.875923422
SLC5A1	0.300513766	NA
TBL1X	0.300567439	0.65281104
MMP11	0.300596053	0.807934173
AP2B1	0.300699311	0.33628504
MORF4L2	0.300749873	0.039496578
SSC5D	0.300846229	0.911297727
C3orf62	0.300913394	0.717712385
FOXP2	0.300985409	0.755543756
GJB4	0.30142665	0.901615803
ANKRD42	0.301480467	0.741842074
CCNE1	0.30157914	0.704527723
SLC15A2	0.301889523	0.684138196
F13A1	0.302019513	0.749680218
C9orf89	0.30210086	0.745873257
NFATC1	0.302214261	0.780194498
DPH3P1	0.302421267	0.80065039
ZNF469	0.302495868	0.855327301
HLX	0.302500699	0.846230111
FAR2	0.302701372	0.475184071
CATSPER1	0.302822539	NA
FOXB1	0.303154212	NA
CHCHD7	0.303300964	0.495251293
MYBPC2	0.303679728	NA
TOM1L2	0.303749407	0.614074833
LMCD1	0.303822559	0.764026953
SOCS1	0.303879382	0.820348993
SLC16A12	0.303971919	0.797804774
RGS13	0.304155188	NA
PJA1	0.304166642	0.572829247
MTL5	0.304266526	0.860143606
SNRNP35	0.304427792	0.533102133
TSPAN33	0.304553903	0.778954662
NCOR2	0.304564201	0.781780515
RBM42	0.304609916	0.322460514
PPAP2A	0.304705193	0.622466596
PPARGC1B	0.30474709	0.745873257
GRIN3A	0.30476022	NA
ARSD	0.304876877	0.725259119
MAPK15	0.30487919	NA
PTGR1	0.305148656	0.810452599
DLEC1	0.305149362	NA
TLR2	0.305366636	0.761478301
TECR	0.305439272	0.373460074
UBD	0.305443832	NA
MAP7D3	0.305612963	0.144465714
SERPINF1	0.305625808	0.698299731
ITM2B	0.305976817	0.637384033
MOB3A	0.306172853	0.580314795
TNRC6C	0.306217529	0.627554688
ALKBH6	0.306233296	0.719458372
CNTD2	0.306288324	NA
TMEM252	0.306328345	NA
IRG1	0.306328345	NA
BRPF1	0.306328987	0.052187343
INHBB	0.306465672	0.894752941
TBC1D8	0.306504267	0.615204531
SMTNL2	0.30650699	0.909712699
TBATA	0.306588536	NA
FLRT2	0.30682273	0.883625399
TNFRSF11A	0.30700963	0.755543756
CORO2B	0.307172833	0.85716344
KCNIP3	0.307220359	0.883625399
HES2	0.307456312	0.798689337
SIGLEC8	0.30767763	0.857432639
HOXD4	0.307709971	NA
HSBP1L1	0.30782467	0.720818817
C19orf43	0.307833492	0.508727996
PTPN5	0.30796117	NA
FOXJ3	0.307974369	0.286702495
DCHS2	0.307983333	NA
SIM1	0.308042063	NA
LSR	0.308167703	0.299090614
CNN2	0.308370651	0.807934173
ERVMER34-1	0.30857142	0.725259119
ASRGL1	0.308762923	0.870088455
FAM21A	0.308944154	0.117241728
TMEM88B	0.309136919	NA
INSL4	0.309151616	0.855327301
IL6	0.309173992	0.910357261
TAS2R9	0.30926852	NA
OR1L8	0.309386215	NA
C2CD4D	0.309468032	NA
NLGN2	0.309475058	0.846230111
ITGB4	0.309530994	0.386859363
RELT	0.309887839	0.585088639
NFKBIL1	0.310041433	0.443270559
GKN1	0.310157911	NA
PSEN1	0.310198222	0.0478269
BTNL9	0.310411514	0.921499763
MED10	0.310447655	0.478769482
PLCD4	0.310494924	NA
SLC16A3	0.310547563	0.829726495
NAV3	0.310636118	0.669217394
ZNF778	0.310781554	0.472058463
DRP2	0.311010014	NA
MAOA	0.311022001	0.637384033
CBLB	0.311109661	0.863109418
SSX2IP	0.311170621	0.819608661
IER2	0.311447176	0.781780515
GATA3	0.311496228	0.324439674
SLC39A8	0.311589069	0.752896915
FBN3	0.311596867	NA
COL4A5	0.311628409	0.842168148
CPN2	0.311939448	NA
FOXF2	0.312018889	0.7703353
OSBPL1A	0.312106909	0.472058463
LHX5	0.312243443	NA
CD37	0.312494854	0.760422088
PVRL1	0.312638732	0.436972148
GNB2	0.312698563	0.513126801
TXNDC5	0.312901382	0.902173353
SLC22A3	0.312970477	0.741842074
PRELID2	0.313001081	0.806615022
COL9A3	0.313212597	0.860143606
KRT8	0.313216317	0.388624599
RNFT2	0.313866186	0.894077833
C7	0.314064279	0.85440557
FAM188B	0.31438285	NA
TAF5L	0.314533441	0.676982273
TMEM119	0.314694225	0.883625399
LRRC45	0.315010222	0.590035597
FAM151B	0.315024373	0.785178249
TRPA1	0.315183658	0.915857794
LOX	0.3151942	0.875923422
PEMT	0.315208402	0.679869014
CNKSR3	0.315210411	0.793985543
DAP	0.315245585	0.393139175
NKX3-1	0.31524792	0.907705586
OR8D4	0.315266105	NA
RBPMS2	0.3152838	0.834261423
ELOVL5	0.315417967	0.467999407
PTPRH	0.315536401	NA
MCM6	0.315628503	0.529913142
MORN2	0.31584279	0.834753854
DNAJB1	0.316013056	0.451018953
CAND2	0.316037722	0.893985879
HIPK2	0.3161803	0.489471989
EFCAB5	0.316192903	NA
DECR2	0.316262201	0.849853316
TMEM38B	0.316354369	0.821003604
KLRK1	0.316466266	NA
MFSD10	0.316474646	0.578857971
SLC38A7	0.317044371	0.34490113
SLC43A3	0.317080805	0.844460868
XPNPEP2	0.317159086	0.807934173
PRKD3	0.317220033	0.113770819
MCC	0.317538947	0.736521018
RBPJ	0.317801594	0.467422383
ERBB2	0.31799026	0.520703479
BACE1	0.31802673	0.669217394
BCKDK	0.318032993	0.153534816
DNMBP	0.318120597	0.135135461
ZFPL1	0.318247816	0.239357598
MMD	0.318487161	0.309857655
PRDM1	0.318620929	0.865176052
PDE9A	0.318624928	0.747589379
PIGZ	0.31863283	0.883625399
SRD5A1	0.318765102	0.85621068
C5orf60	0.318890853	0.860987119
SMUG1	0.318999024	0.684138196
TNFSF8	0.319065695	0.852270402
SH3RF3	0.319068103	0.787318167
KCNJ10	0.31907434	NA
C18orf25	0.319094404	0.457963067
MITF	0.319146887	0.713628321
CCDC158	0.319252366	NA
SH3RF1	0.319293366	0.575365271
ZDHHC16	0.319360936	0.142321493
KLHL26	0.319864233	0.846588254
N4BP3	0.319955528	0.741842074
TXNDC2	0.320080298	NA
C19orf24	0.320166697	0.623493014
TICAM1	0.321112616	0.764033629
SPAM1	0.321146887	NA
UPP2	0.321586254	NA
CTSZ	0.321643778	0.012153791
PKHD1	0.321764686	NA
MAP3K5	0.321869155	0.707290448
ALKBH7	0.321945844	0.677738153
LAIR1	0.322102998	0.643198083
SCD	0.322290262	0.834085175
GCH1	0.3223624	0.716794961
AMOTL2	0.322632109	0.578857971
MRAS	0.322899072	0.599171898
NFIL3	0.322969916	0.136369397
GPR97	0.32325268	0.875923422
TRADD	0.323431386	0.510349446
SLC26A10	0.323501845	0.897272976
CSGALNACT1	0.32365552	0.669217394
GNGT1	0.323970105	0.889532368
PON2	0.324054286	0.73632508
